Cde_Opération;Opération;Cde_Dépense;Dépense;Cde_Pays;Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D3;Subventions;GF0606;06.6 - Logement et équipements collectifs n.c.a.;FRA;France;0,008;0,008;0,011;0,011;0,012;0,012;0,017;0,026;0,030;0,033;0,031;0,031;0,032;0,034;0,030;0,032;0,035;0,037;0,042;0,038;0,047;0,058;0,061;0,081;0,082;0,090;0,088;0,066;0,088;0,135
D3;Subventions;GF07;07 - Santé;FRA;France;0,056;0,060;0,051;0,049;0,053;0,045;0,048;0,043;0,041;0,040;0,124;0,082;0,097;0,145;0,063;0,056;0,049;0,052;0,042;0,040;0,037;0,045;0,070;0,040;0,041;0,065;0,082;0,170;0,129;0,064
D3;Subventions;GF0703;07.3 - Services hospitaliers;FRA;France;0,007;0,007;0,006;0,006;0,006;0,007;0,008;0,009;0,010;0,011;0,096;0,054;0,056;0,060;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;;;
D3;Subventions;GF0704;07.4 - Services de santé publique;FRA;France;0,039;0,042;0,035;0,034;0,037;0,030;0,031;0,027;0,024;0,023;0,023;0,022;0,036;0,079;0,036;0,031;0,026;0,029;0,019;0,019;0,015;0,024;0,052;0,023;0,026;0,047;0,063;0,153;0,108;0,043
D3;Subventions;GF0706;07.6 - Santé n.c.a.;FRA;France;0,011;0,011;0,009;0,009;0,009;0,008;0,009;0,007;0,006;0,006;0,006;0,006;0,005;0,006;0,027;0,024;0,024;0,023;0,023;0,022;0,022;0,020;0,017;0,017;0,015;0,018;0,019;0,017;0,022;0,021
D3;Subventions;GF08;08 - Loisirs, culture et culte;FRA;France;0,313;0,388;0,348;0,320;0,322;0,581;0,675;0,659;0,709;0,757;0,895;1,243;1,389;1,804;1,922;1,887;1,777;1,798;1,816;1,393;1,205;0,947;0,999;1,105;1,125;1,495;1,424;1,300;1,512;1,502
D3;Subventions;GF0801;08.1 - Services récréatifs et sportifs;FRA;France;0,009;0,009;0,010;0,007;0,008;0,009;0,010;0,009;0,010;0,012;0,016;0,018;0,023;0,040;0,040;0,050;0,050;0,005;0,007;0,007;0,009;0,008;0,011;0,009;0,014;0,015;0,015;0,017;0,027;0,014
D3;Subventions;GF0802;08.2 - Services culturels;FRA;France;0,088;0,132;0,091;0,132;0,118;0,344;0,421;0,438;0,477;0,447;0,511;0,785;0,820;0,819;0,921;0,887;0,900;0,945;1,052;1,028;0,934;0,852;0,901;1,002;1,028;1,243;1,327;1,189;1,227;1,248
D3;Subventions;GF0803;08.3 - Services de radiodiffusion, de télévision et d'édition;FRA;France;0,215;0,247;0,247;0,181;0,196;0,228;0,244;0,212;0,223;0,298;0,369;0,440;0,546;0,945;0,960;0,951;0,828;0,848;0,758;0,359;0,262;0,087;0,088;0,094;0,083;0,237;0,077;0,089;0,247;0,222
D3;Subventions;GF0804;08.4 - Culte et autres services communautaires;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001
D3;Subventions;GF0806;08.6 - Loisirs, culture et culte n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,006;0,005;0,011;0,016
D3;Subventions;GF09;09 - Enseignement;FRA;France;0,843;0,915;1,001;1,160;1,131;1,271;2,020;1,573;1,665;1,775;2,089;2,303;2,855;3,070;2,971;2,763;2,817;2,762;2,798;2,513;2,251;2,157;2,080;2,127;1,927;1,175;1,051;1,139;1,271;1,244
D3;Subventions;GF0901;09.1 - Enseignement préélémentaire et primaire;FRA;France;0,005;0,005;0,005;0,006;0,006;0,005;0,009;0,006;0,007;0,007;0,009;0,009;0,011;0,012;0,011;0,001;0,001;0,000;0,001;0,000;0,000;0,000;0,001;0,001;0,002;0,003;0,007;0,006;0,006;0,030
D3;Subventions;GF0902;09.2 - Enseignement secondaire;FRA;France;0,011;0,011;0,012;0,013;0,013;0,014;0,024;0,017;0,020;0,021;0,023;0,024;0,029;0,031;0,029;0,039;0,040;0,053;0,055;0,055;0,052;0,019;0,023;0,026;0,018;0,017;0,015;0,017;0,015;0,014
D3;Subventions;GF0903;09.3 - Enseignement postsecondaire non supérieur;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,153;0,297;0,403;0,452;0,461;0,460;0,490;0,512;0,557;0,454;0,285;0,185;0,172;0,200;0,198;0,044;0,033;0,059;0,000;
D3;Subventions;GF0904;09.4 - Enseignement supérieur;FRA;France;0,003;0,005;0,005;0,006;0,008;0,009;0,011;0,010;0,008;0,008;0,009;0,010;0,018;0,015;0,014;0,008;0,005;0,006;0,004;0,000;0,000;0,000;0,005;0,004;0,004;0,004;0,004;0,003;0,003;0,003
D3;Subventions;GF0905;09.5 - Enseignement non défini par niveau;FRA;France;0,740;0,767;0,861;0,964;0,907;0,995;1,717;1,272;1,408;1,517;1,667;1,716;2,105;2,224;2,143;1,939;1,984;1,889;1,873;1,712;1,623;1,547;1,474;1,519;1,356;0,646;0,577;0,636;0,744;0,694
D3;Subventions;GF0906;09.6 - Services annexes à l'enseignement;FRA;France;0,084;0,128;0,119;0,171;0,198;0,248;0,260;0,268;0,222;0,222;0,228;0,247;0,289;0,336;0,313;0,316;0,297;0,303;0,308;0,292;0,292;0,406;0,405;0,378;0,350;0,461;0,414;0,418;0,502;0,502
D4;Revenus de la propriété (*);GF01;01 - Services généraux des administrations publiques;FRA;France;41,983;45,073;45,800;45,590;42,946;43,610;46,712;47,799;46,664;47,515;47,851;48,067;52,102;57,176;49,289;50,713;56,002;54,947;49,433;47,322;44,715;42,438;41,031;41,675;36,887;29,749;34,823;50,967;52,916;60,166
D4;Revenus de la propriété (*);GF0101;01.1 - Fonctionnement des organes exécutifs et législatifs, affaires financières et fiscales, affaires étrangères;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0102;01.2 - Aide économique extérieure;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0103;01.3 - Services généraux;FRA;France;0,000;0,000;0,004;0,004;0,003;0,004;0,006;0,005;0,006;0,004;0,006;0,007;0,007;0,007;0,008;0,005;0,006;0,006;0,007;0,008;0,009;0,009;0,011;0,014;0,019;0,025;0,023;0,033;0,029;0,000
D4;Revenus de la propriété (*);GF0104;01.4 - Recherche fondamentale;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0105;01.5 - R & D concernant les services généraux des administrations publiques;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0106;01.6 - Services généraux des administrations publiques n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0107;01.7 - Opérations concernant la dette publique;FRA;France;41,983;45,073;45,796;45,586;42,943;43,606;46,706;47,794;46,658;47,511;47,845;48,060;52,095;57,169;49,282;50,708;55,996;54,941;49,426;47,314;44,705;42,429;41,020;41,661;36,868;29,724;34,800;50,934;52,887;60,166
D4;Revenus de la propriété (*);GF0108;01.8 - Transferts de caractère général entre administrations publiques;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF02;02 - Défense;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0201;02.1 - Défense militaire;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0202;02.2 - Défense civile;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0203;02.3 - Aide militaire à des pays étrangers;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0204;02.4 - R-D concernant la défense;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0205;02.5 - Défense n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF03;03 - Ordre et sécurité publics;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,002;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,002;0,002;0,002;0,002;0,002;0,002;0,002;0,002;0,003;0,004;0,004;0,001;0,000
D4;Revenus de la propriété (*);GF0301;03.1 - Services de police;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,002;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,000;0,000;0,001;0,000;0,001;0,000;0,000
D4;Revenus de la propriété (*);GF0302;03.2 - Services de protection civile;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,002;0,002;0,003;0,004;0,003;0,001;0,000
D4;Revenus de la propriété (*);GF0303;03.3 - Tribunaux;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0304;03.4 - Administration pénitentiaire;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0305;03.5 - R-D concernant l'ordre et la sécurité publics;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0306;03.6 - Ordre et sécurité publics n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF04;04 - Affaires économiques;FRA;France;0,000;0,000;0,033;0,035;0,027;0,035;0,039;0,038;0,046;0,047;0,048;0,053;0,055;0,059;0,065;0,069;0,076;0,074;0,075;0,077;0,077;0,082;0,085;0,093;0,096;0,101;0,100;0,115;0,083;0,050
D4;Revenus de la propriété (*);GF0401;04.1 - Tutelle de l'économie générale, des échanges et de l'emploi;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,000;0,000
D4;Revenus de la propriété (*);GF0402;04.2 - Agriculture, sylviculture, pêche et chasse;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,000;0,001;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,002;0,002;0,003;0,006
D4;Revenus de la propriété (*);GF0403;04.3 - Combustibles et énergie;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,000
D4;Revenus de la propriété (*);GF0404;04.4 - Industries extractives et manufacturières, construction;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0405;04.5 - Transports;FRA;France;0,000;0,000;0,031;0,032;0,024;0,031;0,035;0,034;0,043;0,043;0,045;0,048;0,050;0,054;0,059;0,063;0,071;0,069;0,070;0,073;0,073;0,077;0,080;0,087;0,089;0,093;0,091;0,102;0,069;0,040
D4;Revenus de la propriété (*);GF0406;04.6 - Communications;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,002;0,002;0,003;0,000
D4;Revenus de la propriété (*);GF0407;04.7 - Autres branches d'activité;FRA;France;0,000;0,000;0,002;0,002;0,002;0,002;0,003;0,003;0,002;0,002;0,003;0,003;0,003;0,003;0,004;0,004;0,004;0,005;0,004;0,004;0,004;0,004;0,004;0,004;0,005;0,005;0,004;0,006;0,006;0,003
D4;Revenus de la propriété (*);GF0408;04.8 - R-D concernant les affaires économiques;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0409;04.9 - Affaires économiques n.c.a.;FRA;France;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,002;0,001;0,002;0,002;0,002;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,000;0,001;0,001;0,001;0,001
D4;Revenus de la propriété (*);GF05;05 - Protection de l'environnement;FRA;France;0,000;0,000;0,003;0,003;0,003;0,005;0,007;0,009;0,010;0,010;0,012;0,013;0,014;0,016;0,018;0,017;0,015;0,020;0,017;0,015;0,015;0,014;0,014;0,014;0,015;0,015;0,013;0,015;0,013;0,011
D4;Revenus de la propriété (*);GF0501;05.1 - Gestion des déchets;FRA;France;0,000;0,000;0,001;0,001;0,001;0,002;0,003;0,003;0,003;0,004;0,004;0,005;0,005;0,006;0,007;0,007;0,006;0,006;0,006;0,005;0,004;0,006;0,005;0,005;0,005;0,007;0,006;0,005;0,005;0,005
D4;Revenus de la propriété (*);GF0502;05.2 - Gestion des eaux usées;FRA;France;0,000;0,000;0,002;0,002;0,002;0,003;0,005;0,005;0,007;0,006;0,008;0,008;0,009;0,010;0,012;0,010;0,010;0,013;0,010;0,009;0,008;0,007;0,007;0,007;0,007;0,007;0,007;0,009;0,007;0,007
D4;Revenus de la propriété (*);GF0503;05.3 - Lutte contre la pollution;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0504;05.4 - Préservation de la diversité biologique et protection de la nature;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,002;0,002;0,002;0,002;0,002;0,002;0,002;0,003;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0505;05.5 - R-D dans le domaine de la protection de l'environnement;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0506;05.6 - Protection de l'environnement n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF06;06 - Logements et équipements collectifs;FRA;France;0,000;0,000;0,002;0,002;0,002;0,003;0,004;0,004;0,005;0,004;0,005;0,005;0,005;0,005;0,006;0,006;0,004;0,004;0,005;0,005;0,006;0,006;0,006;0,005;0,005;0,005;0,007;0,007;0,005;0,003
D4;Revenus de la propriété (*);GF0601;06.1 - Logements;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0602;06.2 - Équipements collectifs;FRA;France;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,002;0,001;0,002;0,002;0,001;0,002;0,002;0,003;0,002;0,002;0,003;0,003;0,003;0,003;0,003;0,003;0,003;0,003;0,004;0,003;0,001;0,000
D4;Revenus de la propriété (*);GF0603;06.3 - Alimentation en eau;FRA;France;0,000;0,000;0,002;0,002;0,001;0,002;0,003;0,003;0,004;0,003;0,003;0,004;0,004;0,004;0,004;0,003;0,002;0,002;0,002;0,002;0,003;0,003;0,003;0,002;0,002;0,002;0,003;0,004;0,003;0,003
D4;Revenus de la propriété (*);GF0604;06.4 - Éclairage public;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0605;06.5 - R-D dans le domaine du logement et des équipements collectifs;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0606;06.6 - Logement et équipements collectifs n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF07;07 - Santé;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0701;07.1 - Produits, appareils et matériels médicaux;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0702;07.2 - Services ambulatoires;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0703;07.3 - Services hospitaliers;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0704;07.4 - Services de santé publique;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0705;07.5 - R-D dans le domaine de la santé;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0706;07.6 - Santé n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF08;08 - Loisirs, culture et culte;FRA;France;0,000;0,000;0,004;0,006;0,003;0,005;0,008;0,008;0,011;0,009;0,010;0,010;0,011;0,013;0,013;0,015;0,017;0,018;0,020;0,021;0,024;0,022;0,026;0,029;0,035;0,028;0,028;0,034;0,025;0,009
D4;Revenus de la propriété (*);GF0801;08.1 - Services récréatifs et sportifs;FRA;France;0,000;0,000;0,002;0,002;0,001;0,002;0,003;0,003;0,004;0,003;0,004;0,004;0,005;0,005;0,005;0,007;0,006;0,006;0,007;0,007;0,009;0,009;0,010;0,011;0,013;0,014;0,014;0,014;0,008;0,003
D4;Revenus de la propriété (*);GF0802;08.2 - Services culturels;FRA;France;0,000;0,000;0,003;0,003;0,002;0,003;0,005;0,005;0,006;0,006;0,006;0,006;0,006;0,008;0,008;0,008;0,010;0,012;0,014;0,014;0,015;0,013;0,016;0,019;0,021;0,014;0,014;0,020;0,017;0,006
D4;Revenus de la propriété (*);GF0803;08.3 - Services de radiodiffusion, de télévision et d'édition;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0804;08.4 - Culte et autres services communautaires;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0805;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0806;08.6 - Loisirs, culture et culte n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF09;09 - Enseignement;FRA;France;0,000;0,000;0,007;0,007;0,005;0,008;0,011;0,010;0,012;0,013;0,014;0,014;0,014;0,018;0,012;0,012;0,013;0,017;0,005;0,005;0,005;0,005;0,004;0,006;0,006;0,007;0,006;0,006;0,005;0,004
D4;Revenus de la propriété (*);GF0901;09.1 - Enseignement préélémentaire et primaire;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,001;0,000
D4;Revenus de la propriété (*);GF0902;09.2 - Enseignement secondaire;FRA;France;0,000;0,000;0,007;0,007;0,004;0,007;0,010;0,009;0,011;0,012;0,013;0,013;0,013;0,017;0,011;0,011;0,012;0,013;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0903;09.3 - Enseignement postsecondaire non supérieur;FRA;France;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,002;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,000
D4;Revenus de la propriété (*);GF0904;09.4 - Enseignement supérieur;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0905;09.5 - Enseignement non défini par niveau;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0906;09.6 - Services annexes à l'enseignement;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,003;0,004;0,004;0,004;0,003;0,003;0,005;0,005;0,006;0,004;0,004;0,004;0,004
