Cde_Opération;Opération;Cde_Dépense;Dépense;Cde_Pays;Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D4;Revenus de la propriété (*);GF0907;09.7 - R-D dans le domaine de l'enseignement;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF0908;09.8 - Enseignement n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF10;10 - Protection sociale;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,002;0,001;0,001;0,001;0,002;0,001;0,000
D4;Revenus de la propriété (*);GF1001;10.1 - Maladie et invalidité;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF1002;10.2 - Vieillesse;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF1003;10.3 - Survivants;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF1004;10.4 - Famille et enfants;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,000
D4;Revenus de la propriété (*);GF1005;10.5 - Chômage;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF1006;10.6 - Logement;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF1007;10.7 - Exclusion sociale n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF1008;10.8 - R-D dans le domaine de la protection sociale;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D4;Revenus de la propriété (*);GF1009;10.9 - Protection sociale n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,000
D62;Prestations sociales autres que transferts sociaux en nature;GF07;07 - Santé;FRA;France;0,051;0,049;0,047;0,043;0,040;0,049;0,044;0,051;0,049;0,060;0,064;0,067;0,073;0,066;0,063;0,066;0,065;0,067;0,065;0,061;0,063;0,061;0,063;0,059;0,065;0,073;0,076;0,079;0,082;0,080
D62;Prestations sociales autres que transferts sociaux en nature;GF0704;07.4 - Services de santé publique;FRA;France;0,051;0,049;0,047;0,043;0,040;0,049;0,044;0,051;0,049;0,060;0,064;0,067;0,073;0,066;0,063;0,066;0,065;0,067;0,065;0,061;0,063;0,061;0,063;0,059;0,065;0,073;0,076;0,079;0,082;0,080
D62;Prestations sociales autres que transferts sociaux en nature;GF08;08 - Loisirs, culture et culte;FRA;France;0,045;0,043;0,046;0,048;0,049;0,050;0,068;0,077;0,072;0,110;0,114;0,105;0,120;0,110;0,116;0,117;0,106;0,090;0,087;0,090;0,089;0,099;0,075;0,075;0,098;0,081;0,064;0,123;0,145;0,154
D62;Prestations sociales autres que transferts sociaux en nature;GF0801;08.1 - Services récréatifs et sportifs;FRA;France;0,015;0,014;0,013;0,013;0,012;0,013;0,016;0,020;0,018;0,033;0,037;0,026;0,028;0,026;0,038;0,036;0,033;0,033;0,028;0,027;0,027;0,028;0,026;0,034;0,041;0,038;0,041;0,054;0,060;0,058
D62;Prestations sociales autres que transferts sociaux en nature;GF0802;08.2 - Services culturels;FRA;France;0,031;0,029;0,033;0,035;0,037;0,036;0,052;0,057;0,054;0,077;0,077;0,079;0,092;0,083;0,077;0,081;0,073;0,058;0,059;0,063;0,062;0,072;0,049;0,040;0,056;0,043;0,023;0,069;0,084;0,095
D62;Prestations sociales autres que transferts sociaux en nature;GF0803;08.3 - Services de radiodiffusion, de télévision et d'édition;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001
D62;Prestations sociales autres que transferts sociaux en nature;GF09;09 - Enseignement;FRA;France;2,525;2,674;2,870;2,905;2,943;3,113;3,176;3,359;3,389;3,781;3,978;4,323;4,260;4,164;5,029;5,067;4,774;4,917;5,568;5,694;5,924;5,099;5,233;5,272;4,786;5,159;5,208;5,267;5,583;5,920
D62;Prestations sociales autres que transferts sociaux en nature;GF0901;09.1 - Enseignement préélémentaire et primaire;FRA;France;0,031;0,033;0,055;0,064;0,084;0,086;0,094;0,108;0,119;0,161;0,161;0,180;0,154;0,121;0,127;0,111;0,046;0,012;0,023;0,015;0,019;0,015;0,021;0,005;0,012;0,012;0,014;0,025;0,101;0,016
D62;Prestations sociales autres que transferts sociaux en nature;GF0902;09.2 - Enseignement secondaire;FRA;France;0,429;0,443;0,504;0,516;0,560;0,593;0,614;0,670;0,702;0,828;0,826;0,902;0,847;0,801;0,825;0,759;0,678;0,690;1,249;1,238;1,292;1,300;1,372;1,457;0,897;0,899;0,914;0,967;1,111;1,406
D62;Prestations sociales autres que transferts sociaux en nature;GF0903;09.3 - Enseignement postsecondaire non supérieur;FRA;France;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,002;0,003;0,003;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,000;0,001;0,001;0,001;
D62;Prestations sociales autres que transferts sociaux en nature;GF0904;09.4 - Enseignement supérieur;FRA;France;0,136;0,152;0,156;0,162;0,155;0,171;0,175;0,182;0,170;0,180;0,206;0,235;0,242;0,243;0,201;0,193;0,160;0,146;0,136;0,131;0,102;0,093;0,076;0,100;0,143;0,113;0,120;0,129;0,139;0,154
D62;Prestations sociales autres que transferts sociaux en nature;GF0905;09.5 - Enseignement non défini par niveau;FRA;France;0,803;0,898;0,923;0,928;0,861;0,941;0,932;0,928;0,820;0,825;1,055;1,127;1,197;1,180;1,991;1,968;1,799;1,913;1,987;2,023;2,148;1,324;1,433;1,390;1,390;1,540;1,602;1,650;1,668;1,649
D62;Prestations sociales autres que transferts sociaux en nature;GF0906;09.6 - Services annexes à l'enseignement;FRA;France;1,125;1,148;1,231;1,235;1,282;1,321;1,361;1,471;1,578;1,787;1,728;1,879;1,819;1,819;1,882;2,033;2,089;2,156;2,172;2,286;2,362;2,366;2,330;2,319;2,344;2,595;2,558;2,495;2,562;2,696
D62;Prestations sociales autres que transferts sociaux en nature;GF10;10 - Protection sociale;FRA;France;212,458;219,307;227,334;232,611;239,035;244,441;255,633;268,271;279,290;291,563;304,569;319,460;333,675;345,380;364,426;375,817;387,561;401,414;412,885;421,183;427,798;435,258;442,337;451,750;465,612;512,525;500,577;504,565;523,850;555,724
D62;Prestations sociales autres que transferts sociaux en nature;GF1001;10.1 - Maladie et invalidité;FRA;France;19,743;20,206;19,959;20,211;20,662;21,572;22,676;24,245;24,119;25,945;27,019;28,552;29,406;29,744;30,102;31,148;31,904;33,316;34,691;34,698;35,709;37,041;37,726;39,162;40,933;44,463;43,748;47,601;46,394;50,251
D62;Prestations sociales autres que transferts sociaux en nature;GF1002;10.2 - Vieillesse;FRA;France;121,062;124,062;130,455;134,331;138,465;141,509;147,605;153,243;158,999;172,063;182,313;194,634;205,389;216,876;227,297;235,233;245,717;253,760;261,906;267,984;272,961;278,084;282,937;289,824;296,375;303,448;308,360;322,213;338,913;362,178
D62;Prestations sociales autres que transferts sociaux en nature;GF1003;10.3 - Survivants;FRA;France;20,433;21,022;21,029;21,335;21,556;21,815;22,283;23,150;23,735;24,707;25,943;26,609;27,639;28,338;29,216;30,854;31,194;32,996;33,285;33,667;33,790;34,006;34,322;34,546;35,005;35,347;35,523;36,561;38,225;40,255
D62;Prestations sociales autres que transferts sociaux en nature;GF1004;10.4 - Famille et enfants;FRA;France;21,746;22,372;23,122;22,787;22,875;23,758;24,423;25,230;25,451;26,291;27,370;28,502;29,622;29,843;31,486;30,787;30,795;31,534;31,821;32,194;31,550;30,551;30,639;30,522;30,395;30,943;31,250;31,929;33,151;34,359
D62;Prestations sociales autres que transferts sociaux en nature;GF1005;10.5 - Chômage;FRA;France;19,321;21,151;21,680;22,034;22,520;22,910;23,686;27,055;31,040;31,664;30,481;28,834;27,669;26,484;29,823;31,660;31,612;33,302;34,799;35,209;35,724;36,739;36,879;37,628;38,109;68,484;51,118;37,596;38,640;40,664
D62;Prestations sociales autres que transferts sociaux en nature;GF1006;10.6 - Logement;FRA;France;1,288;1,262;1,380;1,411;1,463;1,474;1,495;1,553;1,493;1,620;1,581;1,662;1,665;1,679;2,829;1,399;1,416;1,404;1,367;1,423;1,368;1,366;1,335;1,100;1,072;1,171;1,111;1,121;0,854;1,035
D62;Prestations sociales autres que transferts sociaux en nature;GF1007;10.7 - Exclusion sociale n.c.a.;FRA;France;8,865;9,231;9,710;10,502;11,495;11,402;13,464;13,797;14,453;9,273;9,863;10,668;12,284;12,417;13,674;14,737;14,923;15,103;15,017;16,007;16,696;17,471;18,500;18,967;23,724;28,668;29,465;27,544;27,672;26,981
D632;Transferts sociaux en nature – production marchande achetée;GF07;07 - Santé;FRA;France;39,111;41,108;41,853;44,125;45,680;49,483;53,011;56,322;61,098;65,283;69,327;72,760;76,514;78,900;82,469;85,769;87,745;89,244;91,990;94,802;96,559;99,074;101,805;104,194;106,547;107,585;128,161;128,321;130,263;136,198
D632;Transferts sociaux en nature – production marchande achetée;GF0701;07.1 - Produits, appareils et matériels médicaux;FRA;France;10,504;11,372;11,699;12,943;14,124;15,722;17,530;18,459;19,873;21,134;22,385;22,663;24,080;24,558;29,399;30,280;30,446;29,803;30,739;31,859;32,026;32,721;33,584;34,052;34,641;34,561;37,213;39,413;41,638;43,715
D632;Transferts sociaux en nature – production marchande achetée;GF0702;07.2 - Services ambulatoires;FRA;France;28,603;29,732;30,150;31,178;31,550;33,752;35,472;37,853;41,215;44,134;46,928;50,081;52,415;54,325;53,056;55,474;57,283;59,424;61,233;62,927;64,520;66,338;68,206;70,127;71,891;70,804;82,567;83,774;87,987;91,789
D632;Transferts sociaux en nature – production marchande achetée;GF0704;07.4 - Services de santé publique;FRA;France;0,004;0,004;0,004;0,004;0,006;0,009;0,009;0,010;0,010;0,014;0,014;0,016;0,018;0,017;0,014;0,016;0,016;0,017;0,018;0,017;0,013;0,015;0,016;0,015;0,015;2,220;8,380;5,134;0,638;0,694
D632;Transferts sociaux en nature – production marchande achetée;GF08;08 - Loisirs, culture et culte;FRA;France;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,002;0,002;0,003;0,004;0,003;0,003;0,002;0,002;0,006;0,007;0,007;0,004;0,003;0,003;0,003;0,008;0,003;0,004;0,003;0,004;0,006;0,017;0,036
D632;Transferts sociaux en nature – production marchande achetée;GF0801;08.1 - Services récréatifs et sportifs;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,006;0,001;0,001;0,002;0,003;0,004;0,013;0,030
D632;Transferts sociaux en nature – production marchande achetée;GF0802;08.2 - Services culturels;FRA;France;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,002;0,003;0,002;0,002;0,002;0,001;0,005;0,006;0,006;0,003;0,002;0,002;0,002;0,002;0,003;0,003;0,001;0,001;0,002;0,004;0,006
D632;Transferts sociaux en nature – production marchande achetée;GF09;09 - Enseignement;FRA;France;0,813;0,974;1,088;1,118;1,267;1,247;1,351;1,209;1,585;1,870;1,873;2,074;2,255;2,217;2,651;2,707;2,852;3,158;3,208;3,289;3,270;3,368;3,470;3,490;3,246;2,964;4,708;5,241;4,466;4,685
D632;Transferts sociaux en nature – production marchande achetée;GF0901;09.1 - Enseignement préélémentaire et primaire;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,002;0,004;0,011;0,025
D632;Transferts sociaux en nature – production marchande achetée;GF0902;09.2 - Enseignement secondaire;FRA;France;0,001;0,001;0,001;0,001;0,001;0,002;0,002;0,002;0,002;0,002;0,002;0,003;0,003;0,003;0,002;0,003;0,003;0,008;0,002;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,002
D632;Transferts sociaux en nature – production marchande achetée;GF0903;09.3 - Enseignement postsecondaire non supérieur;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D632;Transferts sociaux en nature – production marchande achetée;GF0904;09.4 - Enseignement supérieur;FRA;France;0,002;0,002;0,002;0,002;0,003;0,004;0,005;0,004;0,003;0,004;0,005;0,006;0,006;0,006;0,007;0,006;0,005;0,004;0,004;0,004;0,004;0,003;0,003;0,004;0,003;0,003;0,003;0,002;0,002;0,001
D632;Transferts sociaux en nature – production marchande achetée;GF0905;09.5 - Enseignement non défini par niveau;FRA;France;0,382;0,494;0,540;0,527;0,561;0,423;0,405;0,285;0,654;0,823;0,769;0,791;0,896;0,741;1,127;1,245;1,334;1,497;1,574;1,609;1,715;1,911;2,067;2,036;1,847;1,908;3,367;3,843;3,026;3,194
D632;Transferts sociaux en nature – production marchande achetée;GF0906;09.6 - Services annexes à l'enseignement;FRA;France;0,428;0,477;0,544;0,588;0,703;0,818;0,939;0,917;0,925;1,041;1,096;1,275;1,350;1,467;1,515;1,454;1,510;1,650;1,628;1,676;1,551;1,454;1,399;1,449;1,395;1,052;1,335;1,391;1,425;1,463
D632;Transferts sociaux en nature – production marchande achetée;GF10;10 - Protection sociale;FRA;France;17,070;17,805;19,421;19,761;21,203;20,795;21,584;24,504;26,300;27,394;27,162;28,139;29,856;31,448;31,929;32,384;33,162;34,863;35,027;36,013;36,343;37,268;40,230;39,286;39,785;40,031;40,402;42,290;44,118;44,763
D632;Transferts sociaux en nature – production marchande achetée;GF1001;10.1 - Maladie et invalidité;FRA;France;2,495;2,888;3,166;3,276;3,975;1,648;1,280;0,869;0,915;1,173;1,129;1,262;1,329;1,614;1,713;1,862;2,012;2,157;2,176;2,256;2,265;2,288;2,354;2,462;2,499;2,186;2,562;2,814;3,066;3,305
D632;Transferts sociaux en nature – production marchande achetée;GF1002;10.2 - Vieillesse;FRA;France;1,054;1,206;1,310;1,237;1,522;2,369;2,575;4,158;5,382;5,046;4,685;5,189;5,603;5,866;5,916;5,661;5,827;6,250;6,085;6,203;6,032;5,988;8,828;9,338;9,786;10,577;9,729;10,084;10,392;10,754
D632;Transferts sociaux en nature – production marchande achetée;GF1004;10.4 - Famille et enfants;FRA;France;4,561;4,714;5,073;5,036;5,528;5,608;5,717;5,789;5,863;6,499;6,826;7,102;8,051;8,281;7,545;7,967;8,402;8,594;8,816;8,866;8,857;9,226;9,265;8,971;9,052;8,696;9,528;11,022;11,569;12,139
D632;Transferts sociaux en nature – production marchande achetée;GF1005;10.5 - Chômage;FRA;France;0,138;0,177;0,186;0,179;0,186;0,183;0,245;0,488;0,573;0,620;0,581;0,511;0,556;0,593;0,731;0,693;0,568;0,558;0,476;0,604;0,627;0,954;0,824;0,673;0,919;0,895;1,278;0,832;1,316;1,136
D632;Transferts sociaux en nature – production marchande achetée;GF1006;10.6 - Logement;FRA;France;7,549;7,489;8,266;8,467;8,364;9,163;9,525;10,671;10,895;13,048;12,911;12,906;12,915;13,656;14,385;14,503;14,826;15,791;15,884;16,352;16,747;16,932;17,248;16,156;15,989;16,216;15,454;14,856;15,022;15,337
D632;Transferts sociaux en nature – production marchande achetée;GF1007;10.7 - Exclusion sociale n.c.a.;FRA;France;1,272;1,331;1,421;1,565;1,629;1,824;2,242;2,529;2,672;1,008;1,030;1,169;1,402;1,437;1,639;1,697;1,526;1,514;1,591;1,733;1,815;1,881;1,711;1,688;1,540;1,462;1,851;2,683;2,754;2,093
D7;Autres transferts courants (*);GF01;01 - Services généraux des administrations publiques;FRA;France;13,069;13,870;14,839;15,585;15,459;16,469;17,277;19,081;20,109;19,134;22,051;20,195;19,920;21,715;23,045;23,684;23,808;25,501;28,315;25,507;25,230;26,203;23,752;27,629;28,512;32,010;35,395;33,850;32,699;30,890
D7;Autres transferts courants (*);GF0101;01.1 - Fonctionnement des organes exécutifs et législatifs, affaires financières et fiscales, affaires étrangères;FRA;France;10,285;10,972;11,863;12,674;12,574;13,019;13,258;14,420;15,025;14,146;16,435;16,155;15,659;17,069;19,035;18,882;19,133;20,798;23,234;20,691;21,248;21,610;18,761;22,411;22,688;25,995;28,224;25,755;25,356;23,933
D7;Autres transferts courants (*);GF0102;01.2 - Aide économique extérieure;FRA;France;0,913;0,974;1,029;1,015;1,025;1,080;1,312;1,577;1,758;1,810;2,059;1,598;1,801;1,989;2,207;2,997;2,887;2,886;3,205;2,726;1,785;2,078;2,433;2,687;3,257;3,626;4,704;5,482;4,646;4,243
D7;Autres transferts courants (*);GF0103;01.3 - Services généraux;FRA;France;0,434;0,442;0,425;0,474;0,457;0,873;1,033;1,027;1,047;0,941;1,107;1,283;1,451;1,464;1,395;1,420;1,417;1,390;1,429;1,651;1,633;1,920;2,029;1,984;2,042;1,905;1,855;1,865;1,974;2,018
D7;Autres transferts courants (*);GF0104;01.4 - Recherche fondamentale;FRA;France;1,438;1,481;1,521;1,422;1,403;1,496;1,672;2,049;2,262;2,229;2,440;1,139;0,970;1,130;0,316;0,291;0,282;0,331;0,321;0,329;0,446;0,493;0,447;0,417;0,435;0,414;0,483;0,532;0,575;0,543
D7;Autres transferts courants (*);GF0105;01.5 - R & D concernant les services généraux des administrations publiques;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D7;Autres transferts courants (*);GF0106;01.6 - Services généraux des administrations publiques n.c.a.;FRA;France;0,000;0,000;0,001;0,000;0,001;0,001;0,002;0,009;0,016;0,009;0,010;0,021;0,039;0,064;0,092;0,093;0,089;0,096;0,125;0,111;0,119;0,101;0,082;0,130;0,090;0,070;0,129;0,217;0,148;0,154
D7;Autres transferts courants (*);GF0107;01.7 - Opérations concernant la dette publique;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D7;Autres transferts courants (*);GF0108;01.8 - Transferts de caractère général entre administrations publiques;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D7;Autres transferts courants (*);GF02;02 - Défense;FRA;France;0,106;0,121;0,135;0,285;0,200;0,321;0,329;0,315;0,278;0,240;0,339;1,270;1,442;1,550;1,745;1,360;1,278;1,081;1,291;1,168;1,231;1,416;1,045;1,185;1,124;1,096;1,020;1,149;1,406;1,402
D7;Autres transferts courants (*);GF0201;02.1 - Défense militaire;FRA;France;0,067;0,073;0,080;0,173;0,117;0,183;0,173;0,160;0,132;0,101;0,147;0,676;0,738;0,782;0,799;0,416;0,317;0,271;0,256;0,249;0,283;0,318;0,221;0,285;0,278;0,226;0,195;0,331;0,431;0,520
D7;Autres transferts courants (*);GF0202;02.2 - Défense civile;FRA;France;0,000;0,000;0,000;0,001;0,000;0,001;0,000;0,000;0,000;0,000;0,000;0,003;0,003;0,004;0,004;0,006;0,001;0,006;0,002;0,000;0,005;0,000;0,000;0,002;0,006;0,003;0,003;0,004;0,004;0,005
D7;Autres transferts courants (*);GF0203;02.3 - Aide militaire à des pays étrangers;FRA;France;0,026;0,036;0,042;0,082;0,065;0,109;0,136;0,137;0,136;0,136;0,186;0,506;0,618;0,677;0,882;0,879;0,889;0,718;0,992;0,837;0,860;1,018;0,728;0,804;0,748;0,773;0,751;0,748;0,910;0,811
D7;Autres transferts courants (*);GF0204;02.4 - R-D concernant la défense;FRA;France;0,009;0,008;0,009;0,020;0,012;0,018;0,012;0,010;0,005;0,000;0,001;0,052;0,047;0,047;0,023;0,022;0,020;0,020;0,001;0,003;0,000;0,003;0,006;0,002;0,003;0,002;0,002;0,002;0,002;0,002
D7;Autres transferts courants (*);GF0205;02.5 - Défense n.c.a.;FRA;France;0,004;0,004;0,004;0,010;0,007;0,010;0,008;0,008;0,005;0,003;0,005;0,033;0,035;0,040;0,036;0,037;0,052;0,066;0,039;0,078;0,082;0,076;0,090;0,092;0,089;0,093;0,069;0,064;0,058;0,064
D7;Autres transferts courants (*);GF03;03 - Ordre et sécurité publics;FRA;France;0,226;0,248;0,262;0,203;0,200;0,469;0,537;0,391;0,461;0,430;0,529;0,516;0,526;0,660;0,724;0,716;0,780;0,801;0,817;0,865;1,086;1,300;1,253;1,058;1,176;1,241;1,304;1,396;1,584;1,517
D7;Autres transferts courants (*);GF0301;03.1 - Services de police;FRA;France;0,023;0,024;0,025;0,022;0,024;0,062;0,071;0,071;0,077;0,081;0,100;0,122;0,119;0,143;0,179;0,166;0,186;0,144;0,144;0,140;0,157;0,156;0,157;0,162;0,162;0,167;0,172;0,185;0,192;0,244
D7;Autres transferts courants (*);GF0302;03.2 - Services de protection civile;FRA;France;0,086;0,100;0,123;0,108;0,106;0,219;0,253;0,072;0,121;0,087;0,127;0,078;0,082;0,102;0,063;0,067;0,067;0,066;0,071;0,068;0,065;0,066;0,071;0,075;0,082;0,103;0,097;0,093;0,113;0,130
D7;Autres transferts courants (*);GF0303;03.3 - Tribunaux;FRA;France;0,100;0,107;0,101;0,059;0,057;0,147;0,168;0,195;0,209;0,204;0,230;0,227;0,243;0,313;0,354;0,335;0,373;0,452;0,450;0,524;0,711;0,949;0,838;0,666;0,782;0,813;0,854;0,933;1,051;0,914
D7;Autres transferts courants (*);GF0304;03.4 - Administration pénitentiaire;FRA;France;0,006;0,006;0,005;0,005;0,005;0,014;0,016;0,019;0,020;0,021;0,026;0,028;0,024;0,030;0,034;0,034;0,034;0,030;0,036;0,032;0,038;0,042;0,056;0,062;0,064;0,069;0,075;0,076;0,091;0,094
D7;Autres transferts courants (*);GF0305;03.5 - R-D concernant l'ordre et la sécurité publics;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D7;Autres transferts courants (*);GF0306;03.6 - Ordre et sécurité publics n.c.a.;FRA;France;0,011;0,011;0,009;0,009;0,009;0,028;0,029;0,034;0,035;0,037;0,046;0,061;0,059;0,072;0,094;0,114;0,120;0,109;0,116;0,101;0,114;0,088;0,130;0,093;0,088;0,089;0,107;0,109;0,138;0,135
D7;Autres transferts courants (*);GF04;04 - Affaires économiques;FRA;France;3,490;3,378;3,006;3,041;3,098;2,764;3,215;3,304;2,649;5,592;5,427;4,519;4,427;4,215;4,496;5,751;5,287;4,796;4,603;4,538;4,639;3,306;3,904;4,153;4,069;5,138;5,055;6,204;6,225;5,319
D7;Autres transferts courants (*);GF0401;04.1 - Tutelle de l'économie générale, des échanges et de l'emploi;FRA;France;1,521;1,369;1,175;1,231;1,294;0,589;0,808;0,674;0,417;1,821;1,595;1,138;1,191;1,131;1,162;2,230;1,772;1,902;1,734;1,838;1,918;0,907;0,946;1,041;0,853;1,392;1,462;1,945;2,452;2,131
