Cde_Âge;Cde_Pays;Pays;Cde_Mesure;Mesure;Cde_Sexe;Sexe;Âge;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Y15T64;LUX;Luxembourg;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;148089,000;150001,000;152149,000;154643,000;157547,000;160444,000;163808,000;167338,000;170853,000;175132,000;179740,000;183988,000;188478,000;193129,000;198254,000;202960,000;206743,000;210671,000;213871,000;216603,000;220891,000;225470,000;229017,000
Y_GE65;LUX;Luxembourg;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;11,506;11,563;11,616;11,705;11,754;11,782;11,812;11,873;11,903;11,984;12,122;12,261;12,434;12,557;12,655;12,770;12,873;12,992;13,118;13,236;13,381;13,563;13,789
Y_GE65;LUX;Luxembourg;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;13,986;14,007;14,035;14,076;14,052;14,013;13,976;13,955;13,919;13,924;13,967;14,026;14,130;14,202;14,233;14,282;14,354;14,445;14,555;14,681;14,808;14,949;15,134
Y_GE65;LUX;Luxembourg;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;16,397;16,389;16,399;16,397;16,304;16,201;16,103;16,008;15,912;15,849;15,808;15,793;15,830;15,857;15,823;15,809;15,852;15,916;16,011;16,146;16,255;16,352;16,495
Y_LT15;LUX;Luxembourg;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;18,873;18,779;18,664;18,524;18,385;18,239;18,051;17,850;17,669;17,365;17,065;16,912;16,744;16,559;16,352;16,186;16,098;16,023;15,979;15,941;15,885;15,798;15,703
Y_LT15;LUX;Luxembourg;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;18,150;18,043;17,925;17,804;17,693;17,580;17,423;17,234;17,070;16,825;16,578;16,463;16,317;16,145;15,941;15,791;15,757;15,720;15,705;15,698;15,643;15,544;15,440
Y_LT15;LUX;Luxembourg;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;19,616;19,534;19,420;19,260;19,090;18,911;18,690;18,475;18,276;17,908;17,553;17,361;17,170;16,970;16,760;16,578;16,435;16,322;16,250;16,181;16,123;16,049;15,963
Y15T64;LUX;Luxembourg;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,878;68,903;68,965;69,034;69,156;69,306;69,499;69,652;69,822;70,108;70,325;70,378;70,396;70,472;70,586;70,652;70,692;70,686;70,631;70,582;70,496;70,388;70,249
Y15T64;LUX;Luxembourg;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,453;65,568;65,676;65,799;66,003;66,220;66,474;66,759;67,017;67,325;67,614;67,744;67,853;67,998;68,235;68,400;68,390;68,365;68,284;68,156;68,102;68,104;68,065
Y15T64;LUX;Luxembourg;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,141;67,214;67,302;67,399;67,564;67,748;67,973;68,195;68,411;68,712;68,968;69,061;69,126;69,239;69,415;69,532;69,548;69,532;69,465;69,378;69,307;69,254;69,163
Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1570504,000;1560004,000;1546377,000;1532089,000;1518178,000;1504936,000;1485923,000;1454408,000;1417478,000;1386015,000;1362420,000;1338599,000;1314385,000;1292707,000;1270365,000;1249424,000;1233068,000;1218495,000;1203809,000;1190344,000;1185872,000;1190301,000;1176714,000
Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;361059,000;366967,000;372046,000;376540,000;381478,000;384946,000;385572,000;384821,000;382658,000;380341,000;379663,000;380697,000;383348,000;385827,000;387246,000;388381,000;388917,000;390195,000;392555,000;392658,000;393268,000;399662,000;404438,000
Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;751188,000;746745,000;741592,000;736140,000;730989,000;726400,000;718022,000;702118,000;683372,000;668344,000;658237,000;647939,000;637567,000;628252,000;617762,000;608237,000;601837,000;596632,000;590961,000;585713,000;584014,000;585256,000;579733,000
Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;115878,000;118412,000;120545,000;122138,000;123921,000;125208,000;125305,000;124857,000;123863,000;122853,000;122708,000;123501,000;124738,000;125926,000;126867,000;127565,000;128114,000;129022,000;130391,000;130969,000;131824,000;135373,000;138106,000
Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;245181,000;248555,000;251501,000;254402,000;257557,000;259738,000;260267,000;259964,000;258795,000;257488,000;256955,000;257196,000;258610,000;259901,000;260379,000;260816,000;260803,000;261173,000;262164,000;261689,000;261444,000;264289,000;266332,000
Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;819316,000;813259,000;804785,000;795949,000;787189,000;778536,000;767901,000;752290,000;734106,000;717671,000;704183,000;690660,000;676818,000;664455,000;652603,000;641187,000;631231,000;621863,000;612848,000;604631,000;601858,000;605045,000;596981,000
Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;10,926;11,281;11,610;11,892;12,174;12,392;12,532;12,717;12,910;13,050;13,185;13,398;13,646;13,872;14,096;14,290;14,439;14,613;14,849;15,017;15,140;15,530;15,977
Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;15,629;16,039;16,439;16,819;17,196;17,495;17,709;17,968;18,243;18,466;18,663;18,915;19,227;19,511;19,762;19,996;20,181;20,388;20,656;20,836;20,925;21,217;21,673
Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;19,620;20,072;20,533;20,995;21,455;21,828;22,104;22,413;22,739;23,024;23,283;23,578;23,953;24,295;24,575;24,849;25,080;25,335;25,643;25,850;25,919;26,115;26,588
Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,389;15,778;15,231;14,748;14,366;14,109;14,046;14,122;14,179;14,242;14,366;14,575;14,849;15,119;15,408;15,675;15,836;15,944;16,001;15,998;15,975;15,594;15,271
Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;14,816;14,253;13,761;13,317;12,969;12,743;12,680;12,728;12,759;12,803;12,911;13,107;13,359;13,593;13,833;14,061;14,219;14,343;14,413;14,425;14,413;14,100;13,815
Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;18,243;17,576;16,966;16,435;16,014;15,717;15,654;15,769;15,863;15,953;16,090;16,312;16,609;16,918;17,263;17,572;17,731;17,813;17,850;17,825;17,785;17,328;16,958
Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;70,831;71,143;71,424;71,673;71,812;71,891;71,813;71,514;71,227;70,997;70,725;70,290;69,746;69,210;68,641;68,137;67,830;67,574;67,301;67,158;67,075;67,141;67,065
Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,564;65,675;65,706;65,688;65,576;65,428;65,216;64,859;64,502;64,173;63,806;63,315;62,688;62,112;61,593;61,090;60,701;60,323;59,944;59,726;59,667;59,785;59,597
Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,982;68,183;68,329;68,434;68,437;68,396;68,245;67,910;67,578;67,292;66,972;66,509;65,924;65,370;64,830;64,329;63,983;63,668;63,343;63,165;63,099;63,189;63,057
Y15T64;NLD;Pays-Bas;PS;Personnes;_T;Total;De 15 à 64 ans;10935171,000;10976602,000;10999727,000;11013726,000;11025091,000;11042937,000;11072882,000;11107333,000;11138762,000;11135547,000;11097313,000;11068751,000;11063085,000;11080006,000;11117063,000;11159716,000;11203843,000;11258636,000;11297540,000;11329457,000;11417753,000;11517213,000;11571547,000
Y_GE65;NLD;Pays-Bas;PS;Personnes;_T;Total;65 ans et plus;2209583,000;2235803,000;2269911,000;2309564,000;2349405,000;2391587,000;2443319,000;2505070,000;2566634,000;2655660,000;2770360,000;2871681,000;2963354,000;3046498,000;3122482,000;3199385,000;3276559,000;3353280,000;3425045,000;3491494,000;3563310,000;3639199,000;3716445,000
Y15T64;NLD;Pays-Bas;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;5540730,000;5556490,000;5561360,000;5562012,000;5562306,000;5567123,000;5580155,000;5596661,000;5610073,000;5605542,000;5583374,000;5566069,000;5562088,000;5570854,000;5591208,000;5613157,000;5634813,000;5663358,000;5685607,000;5703911,000;5745098,000;5793264,000;5825253,000
Y_GE65;NLD;Pays-Bas;PS;Personnes;M;Sexe masculin;65 ans et plus;916042,000;932775,000;953387,000;976614,000;1000414,000;1025508,000;1055455,000;1090300,000;1124669,000;1173270,000;1234693,000;1289206,000;1338980,000;1384377,000;1426071,000;1468105,000;1510021,000;1551132,000;1588513,000;1622439,000;1659168,000;1698251,000;1738394,000
Y_GE65;NLD;Pays-Bas;PS;Personnes;F;Sexe féminin;65 ans et plus;1293541,000;1303028,000;1316524,000;1332950,000;1348991,000;1366079,000;1387864,000;1414770,000;1441965,000;1482390,000;1535667,000;1582475,000;1624374,000;1662121,000;1696411,000;1731280,000;1766538,000;1802148,000;1836532,000;1869055,000;1904142,000;1940948,000;1978051,000
Y15T64;NLD;Pays-Bas;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;5394441,000;5420112,000;5438367,000;5451714,000;5462785,000;5475814,000;5492727,000;5510672,000;5528689,000;5530005,000;5513939,000;5502682,000;5500997,000;5509152,000;5525855,000;5546559,000;5569030,000;5595278,000;5611933,000;5625546,000;5672655,000;5723949,000;5746294,000
Y_GE65;NLD;Pays-Bas;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;11,460;11,615;11,835;12,099;12,377;12,660;12,975;13,329;13,676;14,199;14,885;15,494;16,029;16,490;16,884;17,270;17,653;18,006;18,328;18,614;18,859;19,113;19,423
Y_GE65;NLD;Pays-Bas;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;13,683;13,780;13,941;14,152;14,373;14,599;14,857;15,154;15,447;15,909;16,535;17,089;17,571;17,984;18,335;18,676;19,015;19,333;19,637;19,914;20,131;20,357;20,654
Y_GE65;NLD;Pays-Bas;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;15,862;15,901;16,005;16,161;16,325;16,496;16,698;16,942;17,183;17,585;18,152;18,653;19,085;19,452;19,762;20,061;20,358;20,642;20,931;21,198;21,387;21,586;21,871
Y_LT15;NLD;Pays-Bas;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;18,603;18,569;18,500;18,362;18,179;17,991;17,813;17,652;17,514;17,384;17,232;17,043;16,831;16,608;16,387;16,182;15,966;15,757;15,589;15,468;15,366;15,219;15,040
Y_LT15;NLD;Pays-Bas;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;17,991;17,957;17,882;17,743;17,564;17,382;17,215;17,065;16,936;16,815;16,670;16,484;16,284;16,076;15,866;15,670;15,465;15,267;15,110;14,999;14,897;14,755;14,592
Y_LT15;NLD;Pays-Bas;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;19,227;19,194;19,131;18,993;18,808;18,612;18,424;18,252;18,103;17,964;17,806;17,613;17,388;17,150;16,917;16,702;16,474;16,252;16,074;15,944;15,840;15,689;15,491
Y15T64;NLD;Pays-Bas;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;69,314;69,191;69,034;68,908;68,815;68,727;68,601;68,419;68,220;67,838;67,309;66,893;66,583;66,359;66,199;66,029;65,873;65,742;65,598;65,442;65,301;65,199;65,085
Y15T64;NLD;Pays-Bas;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;66,147;66,142;66,113;66,096;66,110;66,122;66,087;65,992;65,881;65,600;65,178;64,863;64,631;64,473;64,372;64,269;64,177;64,090;63,959;63,803;63,716;63,659;63,537
Y15T64;NLD;Pays-Bas;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,715;67,651;67,559;67,487;67,448;67,410;67,330;67,193;67,039;66,708;66,233;65,868;65,598;65,408;65,278;65,142;65,019;64,910;64,774;64,618;64,504;64,424;64,307
Y15T64;PRT;Portugal;PS;Personnes;_T;Total;De 15 à 64 ans;7002679,500;7015437,000;7016878,000;7016926,500;7023146,500;7033532,500;7036435,000;7029408,000;7013108,000;6976692,500;6923449,500;6860014,500;6798352,500;6753798,000;6713741,000;6674545,000;6644313,500;6627668,000;6616292,000;6604818,500;6622947,500;6677814,000;6744347,000
Y_GE65;PRT;Portugal;PS;Personnes;_T;Total;65 ans et plus;1735824,500;1761583,000;1788686,500;1814037,500;1836157,500;1859019,500;1884331,500;1914349,500;1953409,000;2009180,000;2036890,500;2068472,000;2106580,500;2145235,500;2185731,500;2229257,000;2273940,000;2327150,000;2385367,500;2436948,500;2486274,000;2537739,500;2590241,000
Y15T64;PRT;Portugal;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;3440776,000;3444332,500;3443431,500;3442265,500;3444331,500;3448036,000;3446036,500;3438639,500;3427035,000;3404122,000;3371793,500;3334516,000;3298619,000;3273352,500;3253418,500;3234833,000;3219271,000;3212831,500;3212570,000;3213579,000;3229073,500;3260654,000;3297138,000
Y_GE65;PRT;Portugal;PS;Personnes;M;Sexe masculin;65 ans et plus;722826,000;733222,000;744333,500;754372,500;762786,000;771497,000;781650,500;793904,500;809112,000;832906,500;844330,500;857761,000;874901,000;893534,500;913576,000;934768,500;956670,500;984610,500;1015957,500;1043548,500;1069053,500;1093694,000;1117930,000
Y_GE65;PRT;Portugal;PS;Personnes;F;Sexe féminin;65 ans et plus;1012998,500;1028361,000;1044353,000;1059665,000;1073371,500;1087522,500;1102681,000;1120445,000;1144297,000;1176273,500;1192560,000;1210711,000;1231679,500;1251701,000;1272155,500;1294488,500;1317269,500;1342539,500;1369410,000;1393400,000;1417220,500;1444045,500;1472311,000
Y15T64;PRT;Portugal;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;3561903,500;3571104,500;3573446,500;3574661,000;3578815,000;3585496,500;3590398,500;3590768,500;3586073,000;3572570,500;3551656,000;3525498,500;3499733,500;3480445,500;3460322,500;3439712,000;3425042,500;3414836,500;3403722,000;3391239,500;3393874,000;3417160,000;3447209,000
Y_GE65;PRT;Portugal;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,375;14,541;14,738;14,920;15,070;15,226;15,423;15,674;15,995;16,492;16,817;17,209;17,675;18,135;18,592;19,056;19,521;20,042;20,587;21,060;21,407;21,648;21,856
Y_GE65;PRT;Portugal;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;16,659;16,843;17,061;17,271;17,450;17,633;17,847;18,114;18,475;19,000;19,341;19,749;20,217;20,663;21,105;21,559;22,003;22,475;22,970;23,415;23,749;23,990;24,205
Y_GE65;PRT;Portugal;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;18,790;18,986;19,221;19,454;19,656;19,860;20,085;20,360;20,751;21,293;21,641;22,054;22,519;22,947;23,373;23,818;24,241;24,672;25,127;25,555;25,886;26,132;26,356
Y_LT15;PRT;Portugal;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,134;16,080;16,008;15,922;15,804;15,654;15,508;15,371;15,195;15,023;14,918;14,756;14,537;14,283;14,069;13,891;13,705;13,517;13,319;13,124;12,988;12,881;12,770
Y_LT15;PRT;Portugal;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;15,142;15,084;15,010;14,921;14,806;14,662;14,519;14,392;14,219;14,035;13,907;13,725;13,496;13,248;13,051;12,892;12,729;12,575;12,418;12,251;12,125;12,031;11,934
Y_LT15;PRT;Portugal;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,198;17,150;17,083;17,001;16,882;16,726;16,581;16,435;16,259;16,105;16,028;15,891;15,687;15,429;15,196;14,998;14,788;14,561;14,314;14,085;13,933;13,811;13,683
Y15T64;PRT;Portugal;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,427;68,308;68,180;68,079;68,048;68,048;67,996;67,890;67,746;67,403;67,156;66,900;66,639;66,436;66,211;65,946;65,691;65,397;65,099;64,854;64,660;64,540;64,461
Y15T64;PRT;Portugal;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;66,068;65,930;65,769;65,625;65,538;65,478;65,397;65,248;65,030;64,672;64,452;64,221;63,985;63,806;63,576;63,290;63,030;62,754;62,455;62,194;61,990;61,837;61,710
Y15T64;PRT;Portugal;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,207;67,077;66,930;66,807;66,745;66,713;66,644;66,514;66,330;65,976;65,741;65,496;65,246;65,054;64,826;64,550;64,292;64,008;63,711;63,461;63,263;63,128;63,025
Y15T64;SVK;République slovaque;PS;Personnes;_T;Total;De 15 à 64 ans;3771588,000;3799884,000;3825935,000;3849535,000;3870796,000;3891783,000;3910926,000;3923511,000;3928839,000;3881765,000;3875563,000;3860962,000;3843588,500;3822281,000;3795364,500;3764510,000;3733312,000;3703519,000;3674220,500;3634818,500;3601615,000;3574065,500;3553027,000
Y_GE65;SVK;République slovaque;PS;Personnes;_T;Total;65 ans et plus;615970,000;618894,000;624712,000;630927,000;637734,000;644927,000;652292,000;660945,000;670939,000;684555,000;700442,000;722021,000;745007,500;770407,500;799297,500;829757,000;859587,000;889747,000;918599,500;937069,500;957013,000;982249,500;1007078,000
Y15T64;SVK;République slovaque;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;1871847,000;1886757,000;1901031,000;1914534,000;1926612,000;1939200,000;1951139,000;1959240,000;1962973,000;1944141,000;1942557,500;1936913,500;1929731,000;1920765,500;1909391,000;1895943,500;1881917,000;1868546,500;1855485,500;1839920,500;1824107,500;1811252,500;1801843,000
Y_GE65;SVK;République slovaque;PS;Personnes;M;Sexe masculin;65 ans et plus;232365,000;232540,000;233988,000;235926,000;238168,000;240619,000;243298,000;246669,000;250743,000;257279,500;264632,500;274524,000;285124,500;297004,000;310582,000;324819,000;338908,500;353162,000;366530,000;376190,500;385423,000;397314,000;409081,500
Y_GE65;SVK;République slovaque;PS;Personnes;F;Sexe féminin;65 ans et plus;383605,000;386354,000;390724,000;395001,000;399566,000;404308,000;408994,000;414276,000;420196,000;427275,500;435809,500;447497,000;459883,000;473403,500;488715,500;504938,000;520678,500;536585,000;552069,500;560879,000;571590,000;584935,500;597996,500
Y15T64;SVK;République slovaque;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;1899741,000;1913127,000;1924904,000;1935001,000;1944184,000;1952583,000;1959787,000;1964271,000;1965866,000;1937624,000;1933005,500;1924048,500;1913857,500;1901515,500;1885973,500;1868566,500;1851395,000;1834972,500;1818735,000;1794898,000;1777507,500;1762813,000;1751184,000
Y_GE65;SVK;République slovaque;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;8,898;8,907;8,957;9,022;9,101;9,180;9,262;9,367;9,498;9,788;10,047;10,408;10,797;11,232;11,725;12,238;12,747;13,261;13,749;14,134;14,509;14,970;15,425
Y_GE65;SVK;République slovaque;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;11,452;11,506;11,606;11,711;11,829;11,948;12,064;12,198;12,354;12,681;12,953;13,338;13,749;14,204;14,718;15,255;15,782;16,313;16,828;17,219;17,619;18,100;18,574
Y_GE65;SVK;République slovaque;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;13,862;13,957;14,104;14,248;14,403;14,561;14,712;14,876;15,055;15,426;15,712;16,121;16,555;17,031;17,568;18,130;18,676;19,226;19,767;20,173;20,596;21,097;21,588
Y_LT15;SVK;République slovaque;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;18,429;17,851;17,314;16,833;16,372;15,952;15,605;15,391;15,306;15,413;15,378;15,340;15,318;15,323;15,396;15,535;15,677;15,784;15,864;15,989;16,074;16,040;15,897
Y_LT15;SVK;République slovaque;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;17,490;16,929;16,411;15,956;15,518;15,118;14,794;14,593;14,513;14,622;14,598;14,566;14,551;14,559;14,638;14,779;14,918;15,026;15,113;15,271;15,356;15,323;15,192
Y_LT15;SVK;République slovaque;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;19,424;18,828;18,271;17,762;17,278;16,836;16,463;16,234;16,144;16,247;16,200;16,155;16,126;16,127;16,192;16,327;16,472;16,578;16,651;16,739;16,825;16,788;16,634
Y15T64;SVK;République slovaque;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;71,678;72,265;72,772;73,216;73,621;73,984;74,275;74,399;74,358;73,965;73,753;73,437;73,077;72,641;72,083;71,435;70,781;70,161;69,600;69,127;68,666;68,242;67,941
Y15T64;SVK;République slovaque;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;68,648;69,114;69,485;69,796;70,079;70,321;70,494;70,532;70,433;69,952;69,690;69,313;68,894;68,410;67,794;67,091;66,406;65,748;65,120;64,557;64,048;63,580;63,220
Y15T64;SVK;République slovaque;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;70,119;70,644;71,080;71,456;71,799;72,100;72,331;72,411;72,341;71,906;71,669;71,322;70,933;70,472;69,886;69,210;68,542;67,903;67,308;66,792;66,307;65,860;65,529
