Cde_Pays;Pays;Cde_Dépense;Dépense;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
ITA;Italie;GF0806;Loisirs, culture et culte n.c.a.;0,122000;0,128000;0,132000;0,156000;0,152000;0,242000;0,070000;0,098000;0,051000;0,065000;0,058000;0,046000;0,061000;0,052000;0,054000;0,055000;0,054000;0,047000;0,064000;0,101000;0,105000;0,065000;
ITA;Italie;GF07;Santé;84,008000;86,930000;95,319000;101,690000;106,836000;107,648000;114,568000;117,133000;119,119000;116,980000;115,188000;114,244000;115,261000;115,779000;116,516000;117,950000;119,526000;121,075000;130,297000;135,909000;136,822000;138,272000;
ITA;Italie;GF02;Défense nationale;15,506000;17,466000;18,544000;18,913000;18,816000;19,329000;21,447000;23,635000;22,191000;22,560000;20,861000;19,783000;19,320000;19,722000;22,051000;22,314000;21,995000;23,060000;22,726000;24,994000;24,011000;25,601000;
ITA;Italie;GF0505;RetD dans le domaine de la protection de l'environnement;1,270000;1,235000;1,225000;1,304000;1,377000;1,440000;1,497000;1,413000;1,488000;1,414000;1,354000;1,268000;1,223000;1,175000;1,085000;0,984000;1,027000;1,708000;1,165000;1,369000;1,476000;1,696000;
ITA;Italie;GF0703;Services hospitaliers;36,438000;38,280000;42,493000;44,991000;47,786000;48,291000;51,993000;52,421000;53,306000;52,656000;51,765000;49,905000;49,168000;48,744000;48,761000;49,346000;49,557000;49,856000;52,842000;55,090000;55,780000;56,751000;
ITA;Italie;GF0801;Services récréatifs et sportifs;3,654000;3,650000;4,429000;3,966000;3,740000;3,805000;3,652000;3,717000;3,618000;3,759000;3,383000;4,183000;4,299000;4,307000;4,523000;4,476500;4,674500;4,869800;4,366200;5,566700;5,419400;6,144200;
ITA;Italie;GF0804;Culte et autres services communautaires;1,010000;1,200000;1,066000;1,085000;1,215000;1,282000;1,365000;1,326000;1,428000;1,367000;1,393000;1,364000;1,141000;1,088000;1,105000;1,061000;1,172000;1,237000;1,250000;1,254000;1,258000;1,165000;
ITA;Italie;GF0606;Logement et équipements collectifs n.c.a.;0,023000;0,024000;0,025000;0,027000;0,028000;0,039000;0,050000;0,044000;0,166000;0,172000;0,461000;0,231000;0,098000;0,131000;0,115000;0,046000;0,040000;0,042000;0,093000;0,113000;0,091000;0,106000;
ITA;Italie;GF0901;Enseignement préélémentaire et primaire;20,636000;22,184000;21,649000;23,308000;23,749000;25,077000;23,400000;24,937000;24,327000;23,699000;23,361000;23,676000;23,830000;24,048000;24,073000;24,964000;25,148000;25,403000;26,812000;28,660000;28,881000;29,311000;
ITA;Italie;GF0904;Enseignement supérieur;6,039000;6,291000;6,530000;6,845000;6,707000;7,571000;7,789000;7,618000;7,575000;7,344000;7,082000;7,143000;6,827000;6,686000;6,590000;6,408000;6,384000;6,582000;6,305000;6,784000;7,686000;8,308000;
ITA;Italie;GF1003;Survivants;32,225000;34,361000;35,506000;36,725000;37,491000;38,488000;39,496000;41,108000;41,401000;41,991000;42,876000;43,909000;44,277000;44,655000;44,466000;44,598000;44,916000;45,367000;45,453000;45,655000;46,869000;50,383000;
ITA;Italie;GF03;Ordre et sécurité publics;25,736000;27,531000;27,611000;28,678000;28,462000;29,222000;28,846000;30,861000;31,114000;31,744000;30,632000;30,675000;30,317000;30,784000;30,887000;31,680000;32,503000;32,921000;33,513000;33,890000;35,162000;36,626000;
ITA;Italie;GF0803;Services de radiodiffusion, de télévision et d'édition;0,280400;0,320100;0,482000;0,485300;0,504800;0,749400;0,814200;0,780700;0,619500;0,430600;0,444100;0,389500;0,246200;0,233600;3,109600;2,871100;2,975900;3,246700;2,967300;3,199000;3,452600;3,332000;
ITA;Italie;GF0201;Défense militaire;14,600000;16,610000;17,976000;18,172000;18,142000;18,293000;20,769000;22,841000;21,557000;21,796000;20,023000;19,120000;18,001000;18,333000;20,663000;20,831000;20,486000;21,718000;21,053000;23,365000;22,193000;23,455000;
ITA;Italie;GF0102;Aide économique extérieure;2,074000;1,950000;1,234000;3,180000;2,120000;2,175000;2,426000;1,349000;1,467000;2,046000;1,056000;3,648000;1,929000;1,220000;1,937000;2,113000;1,448000;1,694000;2,599000;2,553000;3,067000;1,487000;
ITA;Italie;GF1007;Exclusion sociale n.c.a.;1,250000;1,371000;1,368000;1,396000;1,491000;2,283000;2,222000;2,369000;2,361000;2,348000;2,153000;2,315000;8,541000;12,305000;13,109000;14,255000;15,344000;17,704000;23,690000;28,725000;28,551000;20,011000;
ITA;Italie;GF1006;Logement;0,157000;0,179000;0,208000;0,234000;0,282000;0,349000;0,486000;0,545000;0,568000;0,579000;0,547000;0,551000;0,742000;0,876000;0,763000;0,687000;0,544000;0,605000;0,695000;0,683000;0,690000;0,719000;
ITA;Italie;GF0306;Ordre et sécurité publics n.c.a.;0,120000;0,128000;0,139000;0,134000;0,132000;0,311000;0,141000;0,147000;0,135000;0,126000;0,126000;0,120000;0,109000;0,111000;0,110000;0,112000;0,119000;0,145000;0,177000;0,152000;0,148000;0,162000;
ITA;Italie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;33,738000;35,855000;36,083000;36,454000;37,187000;35,910000;39,242000;39,397000;39,702000;38,451000;39,195000;40,081000;38,462000;37,037000;38,139000;35,906000;38,020000;37,867000;41,363000;42,055000;41,754000;40,989000;
ITA;Italie;GF0105;RetD concernant des services généraux des administrations publiques;0,134000;0,178000;0,196000;0,257000;0,393000;0,479000;0,492000;0,451000;0,373000;0,346000;0,324000;0,401000;0,247000;0,261000;0,311000;0,369000;0,327000;0,386000;0,264000;0,250000;0,257000;0,257000;
ITA;Italie;GF1004;Famille et enfants;10,205000;11,288000;11,905000;11,938000;12,996000;13,801000;14,390000;16,527000;14,767000;15,330000;15,615000;15,754000;15,756000;15,420000;16,057000;16,682000;16,965000;16,685000;17,412000;18,835000;26,628000;29,574000;
AUT;Autriche;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2,991570;3,561510;4,332370;4,393590;4,179730;4,250640;4,364230;8,238550;5,287310;5,110620;6,066890;6,226940;7,573500;4,827930;5,014560;5,474570;5,565610;5,885140;19,445160;18,841310;11,259680;8,750640;7,45602
AUT;Autriche;GF0606;Logement et équipements collectifs n.c.a.;0,000270;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00000
AUT;Autriche;GF1004;Famille et enfants;6,257400;6,655820;6,818120;6,985120;7,016130;7,058510;7,529140;7,839080;7,927300;7,527920;7,577520;7,568980;7,569550;7,947290;8,123550;7,974680;8,111030;8,053470;9,010610;8,434150;9,308030;9,254580;10,25789
AUT;Autriche;GF0901;Enseignement préélémentaire et primaire;3,094290;3,144840;3,083950;3,180070;3,277550;3,411600;3,728540;3,983550;4,199780;4,265570;4,339170;4,499780;4,710120;4,923270;5,167020;5,381100;5,623150;5,891610;5,946720;6,183000;6,733000;7,603470;8,54668
AUT;Autriche;GF10;Sécurité sociale et oeuvres sociales;46,870500;48,282220;49,511410;50,951220;52,673090;54,483620;56,849400;60,432260;62,530110;63,360940;65,799830;68,223130;70,604690;72,775520;75,027140;76,051590;77,657610;80,128540;86,676280;88,902980;96,647450;101,259650;112,49601
AUT;Autriche;GF03;Ordre et sécurité publics;3,236330;3,311480;3,502210;3,474740;3,630910;3,678940;3,898640;4,025720;4,011950;4,085130;4,239700;4,263060;4,414590;4,621020;4,805850;5,041650;5,226480;5,302560;5,457660;5,668680;5,978700;6,447800;7,39836
AUT;Autriche;GF02;Défense nationale;1,787850;1,921750;2,029570;2,021180;1,932940;2,185610;2,660080;2,058190;1,936440;1,977500;1,913970;2,062760;1,959020;1,942050;2,168320;2,234090;2,277830;2,429270;2,379590;2,431010;2,691160;2,857840;3,33951
AUT;Autriche;GF06;Logement et développement collectif;1,317550;1,217150;1,060520;1,087870;0,990100;1,134220;1,136380;1,301650;1,197050;1,185460;1,201410;1,194800;1,223200;1,246630;1,276880;1,260120;1,309600;1,279070;1,086490;1,297320;1,429320;1,838520;1,94028
AUT;Autriche;GF0104;Recherche fondamentale;1,316430;1,368180;1,235550;1,323490;1,288340;1,356770;1,423170;1,573800;1,647280;1,579400;1,618660;1,648360;1,671700;1,694830;1,883810;1,884720;1,981270;2,025730;2,054890;2,096810;2,228260;2,509670;2,83627
AUT;Autriche;GF0301;Services de police;1,663760;1,705210;1,838520;1,805340;1,944180;1,929600;2,045880;2,102390;2,076020;2,099680;2,151750;2,149210;2,204930;2,305210;2,431700;2,557910;2,648440;2,702110;2,752180;2,904090;3,034320;3,244050;3,69075
AUT;Autriche;GF0804;Culte et autres services communautaires;0,139210;0,129830;0,139600;0,134100;0,134660;0,135720;0,151560;0,162610;0,133990;0,137190;0,136910;0,164490;0,189100;0,171460;0,172560;0,176500;0,158510;0,180530;0,229780;0,273680;0,284670;0,245790;0,24476
AUT;Autriche;GF0201;Défense militaire;1,602960;1,739190;1,844580;1,831900;1,743260;1,963020;2,415800;1,877970;1,746040;1,769640;1,728910;1,839600;1,751760;1,732080;1,931430;2,050390;2,096380;2,251530;2,210580;2,267020;2,474150;2,633550;3,08332
AUT;Autriche;GF0705;RetD dans le domaine de la santé;0,739950;0,779570;0,984690;1,034880;1,025440;1,129020;1,211440;1,255640;1,315400;1,326050;1,355680;1,469470;1,505680;1,602560;1,653430;1,708500;1,767980;1,821670;1,883720;2,126240;2,233120;2,438930;2,68953
AUT;Autriche;GF0908;Enseignement n.c.a.;0,244660;0,273380;0,274050;0,283220;0,297520;0,282310;0,313410;0,308640;0,333630;0,299910;0,297590;0,276830;0,279450;0,273870;0,282320;0,289750;0,292190;0,308410;0,298080;0,303020;0,338710;0,363320;0,44518
AUT;Autriche;GF0409;Affaires économiques n.c.a.;0,121490;0,165700;0,201990;0,152130;0,352160;0,114070;0,117780;0,114400;0,130240;0,123750;0,141520;0,125900;0,127300;0,132970;0,091610;0,075780;0,084430;0,109600;0,095950;0,083830;0,076970;0,103500;0,11662
AUT;Autriche;GF0706;Santé n.c.a.;0,617480;0,662670;0,715850;0,776610;0,805670;0,878830;0,875850;0,883070;0,917910;0,932170;0,995530;0,985360;1,013740;1,101740;1,122160;1,157850;1,227390;1,237820;1,251540;1,250980;1,360260;1,473430;1,57971
AUT;Autriche;GF0907;RetD dans le domaine de l'enseignement;0,049840;0,054540;0,031180;0,034220;0,052580;0,056780;0,096180;0,087310;0,104790;0,113770;0,122380;0,160600;0,149560;0,138900;0,137470;0,134160;0,134870;0,138960;0,147070;0,155140;0,163360;0,179210;0,19796
AUT;Autriche;GF0405;Transports;5,296330;5,325560;13,107740;8,794640;9,274390;9,064580;10,358410;9,854080;9,849100;9,493910;9,368880;9,766910;9,767880;9,764600;10,103400;10,500760;10,911300;11,077390;11,631720;12,418620;13,854320;15,622420;16,88605
AUT;Autriche;GF0802;Services culturels;1,378700;1,356170;1,489850;1,530820;1,624100;1,992850;1,812250;1,884980;1,829850;1,836480;1,916340;1,933410;1,890470;1,873150;1,924190;1,965630;1,989190;2,112280;1,999300;2,059770;2,228640;2,573430;2,81259
AUT;Autriche;GF0406;Communications;0,069140;0,074390;0,051880;0,063470;0,056470;0,146160;0,151720;0,140900;0,149480;0,146700;0,129050;0,126790;0,134940;0,160200;0,185870;0,196400;0,252160;0,202820;0,225760;0,233870;0,272680;0,580360;0,48870
AUT;Autriche;GF0702;Services ambulatoires;3,173760;3,276880;3,464770;3,503440;3,755870;3,992630;4,096790;4,211110;4,274040;4,379830;4,541890;4,742710;4,849700;5,048990;5,277610;5,491270;5,845360;6,215320;6,175970;6,782810;7,298860;8,055140;9,01347
AUT;Autriche;GF0605;RetD dans le domaine du logement et des équipements collectifs;0,027530;0,028380;0,034330;0,036020;0,019590;0,025710;0,026600;0,027320;0,028580;0,040420;0,041060;0,037230;0,037670;0,064530;0,067410;0,074880;0,077410;0,068280;0,070630;0,112310;0,117640;0,127910;0,14166
AUT;Autriche;GF0906;Services annexes à l'enseignement;0,528650;0,542710;0,547860;0,550610;0,570550;0,582170;0,618450;0,642330;0,637010;0,663840;0,695190;0,706210;0,717790;0,771430;0,795820;0,788890;0,792410;0,835940;0,848330;0,899410;0,969800;1,056350;1,14213
AUT;Autriche;GF0203;Aide militaire à des pays étrangers;0,013690;0,011220;0,026590;0,032860;0,020540;0,039600;0,028520;0,020470;0,037550;0,050200;0,024520;0,049070;0,030370;0,029660;0,045620;0,041570;0,037430;0,038330;0,030630;0,018430;0,045010;0,027990;0,02752
AUT;Autriche;GF0601;Logements;0,961920;0,851100;0,686010;0,700700;0,620510;0,742690;0,730170;0,877210;0,785310;0,764350;0,756540;0,741310;0,737730;0,737470;0,782530;0,747980;0,770480;0,751060;0,591990;0,718500;0,808530;1,120470;1,16895
AUT;Autriche;GF09;Enseignement;11,721610;12,156340;11,878630;12,191990;12,830850;13,296170;14,226820;14,725130;15,171110;15,490310;15,965290;16,330070;16,474780;16,987470;17,520310;17,893950;18,414630;19,133600;19,231280;19,909380;21,312660;23,298980;26,09192
AUT;Autriche;GF0407;Autres branches d'activité;0,354920;0,411670;0,498090;0,494390;0,505660;0,535280;0,550490;0,523650;0,545970;0,546510;0,545210;0,539870;0,552670;0,535660;0,566730;0,572850;0,616820;0,596500;0,666660;0,704450;0,666670;0,690240;0,76902
AUT;Autriche;GF0202;Défense civile;0,003850;0,003740;0,003600;0,004340;0,004620;0,003590;0,005160;0,005940;0,004450;0,003710;0,004450;0,004220;0,004510;0,004520;0,003040;0,003790;0,003310;0,004040;0,004170;0,004390;0,005690;0,006510;0,00659
AUT;Autriche;GF1006;Logement;0,316320;0,311120;0,307720;0,319970;0,394290;0,337710;0,414840;0,461120;0,499730;0,424240;0,391730;0,377110;0,373680;0,382770;0,397770;0,391170;0,392900;0,372340;0,376870;0,351190;0,359370;0,529570;0,52548
AUT;Autriche;GF0504;Préservation de la diversité biologique et protection de la nature;0,035920;0,044070;0,052540;0,059180;0,060070;0,063380;0,067370;0,065190;0,068650;0,066510;0,062830;0,064350;0,066910;0,074560;0,083290;0,076200;0,081220;0,085450;0,083740;0,090680;0,136790;0,117200;0,12528
AUT;Autriche;GF0903;Enseignement postsecondaire non supérieur;0,033310;0,035080;0,042980;0,041170;0,041180;0,042700;0,042690;0,044780;0,044690;0,045080;0,045750;0,045260;0,039860;0,039840;0,041030;0,041270;0,040730;0,039200;0,035890;0,035320;0,045350;0,066750;0,07947
AUT;Autriche;GF01;Services généraux des administrations publiques;18,624140;18,148500;18,548180;19,807140;20,821830;21,514190;21,245560;22,320950;22,650210;22,812060;23,108020;23,325530;22,646080;23,375310;23,217610;22,157890;22,733580;22,810710;23,357110;23,511730;23,974330;26,835970;29,86021
AUT;Autriche;GF0108;Transferts de caractère général entre administrations publiques;0,157370;0,514980;0,276470;0,197650;0,320050;0,248830;0,196330;0,083920;0,138970;0,288270;0,154830;0,127420;0,148200;0,085050;0,126780;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00000
AUT;Autriche;GF0404;Industries extractives et manufacturières, construction;0,060420;0,056890;0,054010;0,019450;0,081150;0,071490;0,072960;0,075710;0,069710;0,070940;0,070040;0,092440;0,037590;0,039070;0,034530;0,036730;0,037830;0,039250;0,037690;0,043280;0,045660;0,051850;0,05613
AUT;Autriche;GF1009;Protection sociale n.c.a.;0,728780;0,587200;0,517760;0,550890;0,624840;0,557280;0,544080;0,569190;0,589280;0,615830;0,602110;0,642230;0,658840;0,674710;0,675640;0,686550;0,714370;0,745300;0,749530;0,761220;0,815310;0,812270;1,16501
AUT;Autriche;GF0603;Alimentation en eau;0,087390;0,090790;0,095540;0,092300;0,098820;0,088410;0,088370;0,085620;0,085300;0,082600;0,083960;0,091080;0,105770;0,098090;0,096370;0,101240;0,107180;0,094350;0,081080;0,091790;0,107340;0,114530;0,12617
AUT;Autriche;GF0103;Services généraux;2,838140;2,696300;2,907270;3,016060;3,239910;3,364450;3,632400;3,822950;4,007780;3,886820;3,847760;3,860370;3,946800;4,250160;4,351590;4,513030;4,660270;5,242720;5,503480;5,932240;6,301470;6,842300;7,54727
AUT;Autriche;GF0305;RetD concernant l'ordre et la sécurité publics;0,072550;0,075950;0,047070;0,050040;0,044110;0,045660;0,048280;0,049890;0,051800;0,064520;0,065980;0,073070;0,073820;0,076780;0,080160;0,094820;0,098080;0,104940;0,108820;0,123830;0,129420;0,140370;0,15544
AUT;Autriche;GF0902;Enseignement secondaire;5,546380;5,737940;5,759720;5,824880;6,068280;6,255140;6,555020;6,937810;6,990600;7,099580;7,199140;7,272100;7,321950;7,413000;7,608930;7,783820;7,888090;8,008410;7,913810;8,153560;8,554110;9,190120;10,31521
AUT;Autriche;GF0403;Combustibles et énergie;0,076590;0,081810;0,097320;0,103120;0,153960;0,098050;0,174930;0,152550;0,181100;0,143610;0,397850;0,664170;0,786490;0,905000;0,941420;0,923780;0,742150;0,831010;0,883850;0,338090;4,337720;2,609080;2,06620
AUT;Autriche;GF0408;RetD concernant les affaires économiques;0,923680;1,049120;1,115620;1,303120;1,404410;1,612070;1,885960;2,044530;2,301900;2,406660;2,690680;2,524780;2,727650;2,791070;2,941240;3,163510;3,556680;3,682640;4,095890;3,977560;4,046810;4,845260;5,13073
AUT;Autriche;GF08;Loisirs, culture et cultes;3,191180;3,192850;3,366980;3,411070;3,667300;4,094080;4,003760;4,080030;3,888970;3,996280;4,083000;4,179210;4,150230;4,227460;4,305740;4,385520;4,414190;4,595670;4,528220;4,919540;5,191890;5,726100;6,24740
AUT;Autriche;GF0506;Protection de l'environnement n.c.a.;0,163960;0,205940;0,186740;0,191300;0,190080;0,217290;0,212660;0,185230;0,194160;0,178400;0,195980;0,186400;0,189990;0,184890;0,202080;0,185000;0,189330;0,189130;0,170010;0,189120;0,216130;0,248310;0,31627
AUT;Autriche;GF0402;Agriculture, sylviculture, pêche et chasse;1,443520;1,482790;1,401800;1,446910;1,416100;1,311910;1,401350;1,446920;1,390780;1,336680;1,343720;1,398880;1,351780;1,248050;1,245450;1,285150;1,335290;1,336400;1,482490;1,613040;1,830760;1,992760;2,05915
AUT;Autriche;GF05;Protection de l'environnement;1,098340;1,233860;1,241490;1,277710;1,278790;1,243590;1,310550;1,537740;1,638520;1,461000;1,474620;1,383620;1,423810;1,212970;1,269320;1,304630;1,411180;1,523710;1,514380;1,671970;2,228140;2,794560;3,48364
AUT;Autriche;GF0204;R et D concernant la défense;0,001750;0,001870;0,001970;0,001910;0,001840;0,002290;0,002110;0,002070;0,002280;0,002310;0,002300;0,000850;0,001260;0,000910;0,001550;0,002180;0,002340;0,001120;0,000930;0,001230;0,001500;0,002160;0,00223
AUT;Autriche;GF0304;Administration pénitentiaire;0,270890;0,294230;0,313580;0,327730;0,331920;0,385460;0,375640;0,379520;0,397770;0,403250;0,426580;0,426760;0,437200;0,463070;0,472100;0,515380;0,534800;0,540170;0,580850;0,555770;0,608160;0,665490;0,75706
AUT;Autriche;GF0602;Équipements collectifs;0,100730;0,104200;0,101190;0,103620;0,098530;0,106200;0,106530;0,121060;0,125410;0,127300;0,134810;0,128200;0,134710;0,138420;0,131050;0,135490;0,149870;0,147260;0,140320;0,158040;0,165940;0,172290;0,20497
AUT;Autriche;GF0803;Services de radiodiffusion, de télévision et d'édition;0,956380;0,972530;1,026750;0,977310;1,078210;1,083190;1,096340;1,105180;1,006550;1,109860;1,069910;1,114420;1,059570;1,110200;1,136130;1,129000;1,105690;1,096160;1,086680;1,224630;1,186100;1,188060;1,31456
AUT;Autriche;GF1005;Chômage;2,874490;3,127440;3,106210;3,094030;3,165450;3,274500;2,979810;3,768200;3,967720;3,799070;3,979600;4,346910;4,624500;4,818620;4,957630;4,821610;4,693410;4,731040;7,230380;7,047220;5,305170;5,267240;6,10245
AUT;Autriche;GF1001;Maladie et invalidité;3,820930;3,992190;4,349290;4,561940;4,726560;4,998780;5,228180;5,551460;5,757940;5,993060;6,155200;6,322460;6,459870;6,530520;6,605260;6,695000;6,810450;7,011280;7,041530;7,162380;7,496830;7,996300;8,71697
AUT;Autriche;GF0701;Produits, appareils et matériels médicaux;2,553850;2,717230;2,811950;2,825430;2,962950;3,197020;3,422510;3,268500;3,288910;3,394390;3,472670;3,515740;3,724880;3,911930;3,974660;4,153330;4,335950;4,473690;4,615240;4,913960;5,211480;5,443640;5,88750
AUT;Autriche;GF0102;Aide économique extérieure;0,143240;0,196470;0,217980;0,257330;0,278220;0,290750;0,308690;0,375760;0,407160;0,389030;0,419520;0,457390;0,429710;0,498590;0,573710;0,734230;0,534780;0,594810;0,667230;0,651690;0,819140;0,755470;0,76954
AUT;Autriche;GF0503;Lutte contre la pollution;0,324300;0,424160;0,407590;0,421980;0,408950;0,351500;0,365580;0,650580;0,747450;0,575000;0,569260;0,515690;0,496860;0,374620;0,474480;0,423530;0,476510;0,579480;0,602870;0,695880;1,165290;1,582190;2,26648
AUT;Autriche;GF0205;Défense n.c.a.;0,165600;0,165720;0,152830;0,150170;0,162680;0,177110;0,208500;0,151730;0,146120;0,151640;0,153790;0,169020;0,171110;0,174890;0,186680;0,136160;0,138370;0,134250;0,133280;0,139940;0,164820;0,187630;0,21985
AUT;Autriche;GF0703;Services hospitaliers;9,596900;9,856380;10,325260;10,857580;11,173510;11,787770;12,608080;13,134320;13,665280;13,933850;14,410420;14,705920;15,337960;16,094180;16,699500;17,233840;18,068440;18,712610;19,665490;20,503630;21,375180;23,655470;26,32817
AUT;Autriche;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;5,709310;5,409100;6,031010;6,209190;6,790340;6,908040;6,587010;6,774100;7,189300;7,294290;7,613380;8,009250;7,516610;7,950190;8,024990;7,507860;8,652070;8,555150;9,272800;9,602170;9,632230;9,860140;10,15813
AUT;Autriche;GF07;Santé;16,986750;17,660830;18,653980;19,404990;20,163220;21,478460;22,694090;23,225250;23,966580;24,467120;25,306500;25,964230;27,010690;28,407890;29,392270;30,431170;31,976150;33,224970;35,174790;41,030710;42,170440;43,165650;46,78239
AUT;Autriche;GF0502;Gestion des eaux usées;0,364800;0,345580;0,409140;0,385440;0,393100;0,378030;0,414200;0,395620;0,386890;0,385200;0,392790;0,376220;0,418210;0,328470;0,247920;0,369710;0,399760;0,386230;0,372690;0,399730;0,395800;0,388680;0,38233
AUT;Autriche;GF1002;Vieillesse;27,363960;28,250150;28,958390;29,641170;30,817120;32,077470;33,650270;35,542610;37,000500;38,032700;39,792310;41,385690;43,003540;44,069780;45,271200;46,466180;47,769660;49,900160;52,665660;55,094030;58,350340;63,516460;70,69551
AUT;Autriche;GF0604;Éclairage public;0,139720;0,142690;0,143450;0,155220;0,152650;0,171210;0,184710;0,190450;0,172460;0,170780;0,185050;0,196980;0,207310;0,208120;0,199510;0,200520;0,204660;0,218130;0,202460;0,216690;0,229880;0,303310;0,29854
AUT;Autriche;GF0107;Opérations concernant la dette publique;8,382940;7,889420;7,795620;8,710080;8,795170;9,250490;8,985670;9,569100;9,123550;9,273200;9,349040;9,081540;8,795170;8,747010;8,108170;7,384440;6,782750;6,226410;5,701320;5,066780;4,807120;6,686940;8,27666
AUT;Autriche;GF0505;RetD dans le domaine de la protection de l'environnement;0,074210;0,079270;0,059660;0,064870;0,073880;0,079360;0,082500;0,076120;0,079220;0,093550;0,093650;0,082400;0,086640;0,078530;0,085800;0,074510;0,077020;0,088370;0,091460;0,088200;0,091490;0,099460;0,11012
AUT;Autriche;GF0303;Tribunaux;0,658070;0,693000;0,712360;0,695230;0,708680;0,723440;0,775230;0,825940;0,822720;0,842460;0,879160;0,893920;0,961290;1,009270;1,018930;1,047310;1,064810;1,075900;1,081370;1,120270;1,145630;1,254620;1,45650
AUT;Autriche;GF0905;Enseignement non défini par niveau;0,481640;0,498760;0,536740;0,540990;0,568050;0,597290;0,693580;0,696250;0,703110;0,706060;0,749620;0,730100;0,754800;0,786930;0,837090;0,803170;0,814380;0,892710;0,944080;1,037790;1,036360;1,131040;1,27368
AUT;Autriche;GF0306;Ordre et sécurité publics n.c.a.;0,193490;0,156180;0,181750;0,166190;0,174820;0,143830;0,151530;0,157210;0,162520;0,182100;0,181050;0,170200;0,156590;0,163000;0,196060;0,203550;0,225420;0,231180;0,252600;0,251950;0,285350;0,270190;0,33797
AUT;Autriche;GF04;Affaires économiques;11,337650;12,209420;20,860820;16,770820;17,424040;17,204250;19,077830;22,591290;19,905590;19,379380;20,753840;21,466690;23,059810;20,404560;21,124810;22,229520;23,102250;23,760760;38,565170;38,254060;36,391270;35,246120;35,02860
AUT;Autriche;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;0,029010;0,030420;0,014950;0,027040;0,031580;0,029320;0,027310;0,038570;0,036790;0,065350;0,064120;0,061420;0,062280;0,063940;0,066450;0,081400;0,083640;0,104710;0,108590;0,114320;0,119510;0,130160;0,14354
AUT;Autriche;GF0105;RetD concernant des services généraux des administrations publiques;0,011230;0,006750;0,007060;0,004640;0,005270;0,003940;0,004970;0,006250;0,006780;0,001610;0,001350;0,000140;0,005900;0,002030;0,003350;0,002500;0,003000;0,003390;0,004200;0,003670;0,004000;0,003980;0,00411
AUT;Autriche;GF0302;Services de protection civile;0,377580;0,386920;0,408940;0,430210;0,427210;0,450950;0,502090;0,510770;0,501110;0,493110;0,535180;0,549900;0,580770;0,603680;0,606900;0,622680;0,654920;0,648250;0,681830;0,712770;0,775820;0,873090;1,00063
AUT;Autriche;GF0106;Services généraux des administrations publiques n.c.a.;0,065480;0,067290;0,077220;0,088710;0,104550;0,090920;0,107330;0,115070;0,129390;0,099420;0,103470;0,141060;0,132000;0,147450;0,145200;0,131130;0,119440;0,162500;0,153190;0,158370;0,182100;0,177480;0,26822
AUT;Autriche;GF0806;Loisirs, culture et culte n.c.a.;0,001860;0,001700;0,002020;0,001760;0,002600;0,002230;0,002200;0,003680;0,002360;0,001460;0,002460;0,002000;0,011190;0,014090;0,014370;0,013450;0,016730;0,014850;0,014150;0,017100;0,017080;0,018490;0,02052
AUT;Autriche;GF0904;Enseignement supérieur;1,742850;1,869090;1,602160;1,736830;1,955140;2,068180;2,178960;2,024460;2,157510;2,296510;2,516440;2,639190;2,501250;2,640220;2,650640;2,671780;2,828800;3,018370;3,097300;3,142130;3,471970;3,708730;4,09161
AUT;Autriche;GF1008;RetD dans le domaine de la protection sociale;0,032960;0,036690;0,020370;0,021910;0,029520;0,028660;0,029740;0,024110;0,025280;0,038500;0,040020;0,027600;0,027620;0,035010;0,036470;0,051130;0,051880;0,055140;0,056510;0,059080;0,061460;0,066000;0,07353
AUT;Autriche;GF0501;Gestion des déchets;0,135140;0,134840;0,125820;0,154930;0,152710;0,154030;0,168240;0,164990;0,162160;0,162340;0,160110;0,158570;0,165190;0,171910;0,175750;0,175690;0,187340;0,195060;0,193600;0,208370;0,222630;0,358730;0,28315
AUT;Autriche;GF0704;Services de santé publique;0,304810;0,368090;0,351460;0,407060;0,439780;0,493180;0,479420;0,472610;0,505040;0,500840;0,530320;0,545030;0,578720;0,648490;0,664920;0,686390;0,731020;0,763860;1,582830;5,453100;4,691540;2,099030;1,28402
AUT;Autriche;GF0801;Services récréatifs et sportifs;0,686020;0,702200;0,693820;0,740040;0,796140;0,850770;0,914110;0,885010;0,879420;0,845940;0,893280;0,903480;0,937620;0,994620;0,992040;1,019550;1,060440;1,087130;1,089730;1,230040;1,355890;1,570170;1,71141
AUT;Autriche;GF1003;Survivants;3,869270;3,928520;3,978050;4,023480;4,142530;4,263700;4,399130;4,496120;4,563800;4,620500;4,748680;4,849690;4,948070;5,009660;5,072980;5,105090;5,203510;5,314810;5,482340;5,591550;5,803020;6,123980;6,68696
