Cde_Transaction;Transaction;Cde_Pays;Pays;Cde_Devise;Devise;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D91;Impôts en capital;GRC;Grèce;EUR;Euro;376,00;291,00;324,00;394,00;325,00;303,00;614,00;524,00;250,00;250,00;161,00;162,00;137,00;166,00;136,00;179,00;160,00;270,00;191,00;230,00;262,00;259,00;268,00
D214E;Taxes sur les spectacles et divertissements;GRC;Grèce;EUR;Euro;8,00;8,00;6,00;7,00;9,00;8,00;8,00;9,00;9,00;4,00;5,00;6,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D611;Cotisations sociales effectives à la charge des employeurs;GRC;Grèce;EUR;Euro;8584,00;9175,00;9357,00;10099,00;10173,00;11523,00;12212,00;11049,00;11456,00;9928,00;9270,00;8473,00;7985,00;7712,00;7716,00;8561,00;9572,00;10197,00;9730,00;11202,00;11567,00;11772,00;13002,00
D59A;Impôts courants sur le capital;GRC;Grèce;EUR;Euro;831,00;909,00;1018,00;1066,00;1113,00;1192,00;1265,00;1306,00;1295,00;2968,00;3187,00;2872,00;1307,00;1327,00;1316,00;1305,00;1308,00;1326,00;1275,00;1261,00;1425,00;1464,00;1495,00
D29F;Impôts sur les émissions polluantes;GRC;Grèce;EUR;Euro;6,00;32,00;34,00;39,00;38,00;17,00;17,00;17,00;127,00;99,00;636,00;1226,00;1270,00;1223,00;1210,00;1485,00;1100,00;1193,00;1060,00;1493,00;1722,00;1988,00;2191,00
D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;GRC;Grèce;EUR;Euro;8009,00;8515,00;8721,00;9009,00;10384,00;11148,00;10995,00;10194,00;10432,00;10301,00;9977,00;10012,00;9933,00;9514,00;9870,00;9587,00;10263,00;10557,00;8999,00;9627,00;14049,00;11807,00;11871,00
D214F;Taxes sur les loteries, les jeux et les paris;GRC;Grèce;EUR;Euro;120,00;106,00;126,00;135,00;104,00;95,00;114,00;96,00;92,00;82,00;82,00;100,00;42,00;6,00;4,00;3,00;4,00;5,00;4,00;0,00;1,00;2,00;1,00
D29B;Impôts sur l'utilisation d'actifs fixes;GRC;Grèce;EUR;Euro;60,00;60,00;79,00;54,00;157,00;159,00;181,00;174,00;3,00;3,00;7,00;8,00;9,00;6,00;5,00;3,00;4,00;3,00;3,00;3,00;4,00;4,00;8,00
D6132;Cotisations effectives autres que de pension à la charge des ménages;GRC;Grèce;EUR;Euro;2581,00;2928,00;2990,00;3134,00;3175,00;3518,00;3622,00;3304,00;3458,00;3290,00;3259,00;2943,00;3077,00;3235,00;3394,00;4360,00;4131,00;4025,00;4101,00;3828,00;4546,00;4234,00;4455,00
D29H;Autres impôts sur la production n.c.a.;GRC;Grèce;EUR;Euro;240,00;293,00;271,00;292,00;243,00;256,00;760,00;1027,00;785,00;872,00;1266,00;1003,00;919,00;1002,00;866,00;792,00;633,00;733,00;663,00;658,00;703,00;593,00;535,00
D211;Taxes du type TVA;GRC;Grèce;EUR;Euro;11972,00;12067,00;12578,00;13398,00;14755,00;16511,00;16978,00;14879,00;15958,00;15021,00;13713,00;12593,00;12676,00;12885,00;14333,00;14642,00;15288,00;15390,00;12925,00;15160,00;18621,00;19756,00;21384,00
D214L;Autres impôts sur les produits n.c.a.;GRC;Grèce;EUR;Euro;56,00;67,00;70,00;77,00;79,00;114,00;98,00;93,00;79,00;76,00;84,00;109,00;104,00;101,00;131,00;136,00;142,00;45,00;35,00;44,00;44,00;44,00;51,00
D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;GRC;Grèce;EUR;Euro;6955,00;7289,00;7916,00;8672,00;9448,00;10500,00;10997,00;10563,00;8948,00;9823,00;13242,00;10698,00;10536,00;10047,00;10320,00;11149,00;11427,00;10855,00;10309,00;10656,00;11382,00;13323,00;15554,00
D5;Impôts courants sur le revenu, le patrimoine, etc.;GRC;Grèce;EUR;Euro;14481,00;14476,00;15618,00;17878,00;18009,00;19199,00;19640,00;20292,00;18682,00;19102,00;20680,00;18934,00;17419,00;16777,00;17776,00;17734,00;18598,00;17224,00;15489,00;16724,00;19151,00;22802,00;26396,00
D6121;Cotisations de pension imputées à la charge des employeurs;GRC;Grèce;EUR;Euro;2392,00;2613,00;3071,00;3201,00;3541,00;3952,00;4655,00;5194,00;4952,00;5134,00;5689,00;5101,00;5513,00;5615,00;5595,00;5220,00;4826,00;4394,00;4086,00;3856,00;3855,00;3974,00;3931,00
D214B;Droits de timbre;GRC;Grèce;EUR;Euro;534,00;564,00;590,00;655,00;682,00;702,00;866,00;528,00;432,00;356,00;340,00;301,00;344,00;340,00;329,00;350,00;332,00;466,00;313,00;300,00;396,00;453,00;575,00
D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;GRC;Grèce;EUR;Euro;6955,00;7289,00;7916,00;8672,00;9448,00;10500,00;10997,00;10563,00;8948,00;9823,00;13242,00;10698,00;10536,00;10047,00;10320,00;11149,00;11427,00;10855,00;10309,00;10656,00;11382,00;13323,00;15554,00
D29E;Autorisations d'exercer des activités commerciales ou professionnelles;GRC;Grèce;EUR;Euro;291,00;263,00;310,00;311,00;348,00;366,00;426,00;484,00;453,00;647,00;645,00;808,00;812,00;984,00;945,00;874,00;865,00;910,00;852,00;988,00;1044,00;1019,00;913,00
D91C;Autres impôts en capital n.c.a.;GRC;Grèce;EUR;Euro;1,00;1,00;45,00;73,00;18,00;0,00;343,00;287,00;1,00;59,00;26,00;17,00;1,00;2,00;1,00;0,00;1,00;2,00;1,00;1,00;1,00;1,00;0,00
D214H;Autres taxes sur des services déterminés;GRC;Grèce;EUR;Euro;424,00;418,00;437,00;448,00;655,00;775,00;838,00;746,00;571,00;480,00;426,00;755,00;794,00;778,00;885,00;973,00;1247,00;1328,00;951,00;874,00;4452,00;1933,00;1544,00
D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;GRC;Grèce;EUR;Euro;8584,00;9175,00;9357,00;10099,00;10173,00;11523,00;12212,00;11049,00;11456,00;9928,00;9270,00;8473,00;7985,00;7712,00;7716,00;8561,00;9572,00;10197,00;9730,00;11202,00;11567,00;11772,00;13002,00
D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;GRC;Grèce;EUR;Euro;63,00;57,00;52,00;72,00;154,00;147,00;358,00;345,00;249,00;282,00;153,00;175,00;103,00;205,00;190,00;347,00;313,00;374,00;337,00;393,00;353,00;296,00;340,00
D59;Autres impôts courants;GRC;Grèce;EUR;Euro;1463,00;1501,00;1696,00;1777,00;1909,00;2023,00;2008,00;2424,00;2729,00;4150,00;4451,00;4919,00;2207,00;2191,00;2142,00;2131,00;2130,00;2171,00;2077,00;2074,00;2239,00;2276,00;2311,00
D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;GRC;Grèce;EUR;Euro;9544,00;10513,00;11012,00;11237,00;12177,00;13417,00;13774,00;13101,00;13292,00;12210,00;11662,00;10881,00;10590,00;11095,00;11597,00;12217,00;11874,00;12063,00;11622,00;12215,00;13619,00;13473,00;14586,00
D21;Impôts sur les produits;GRC;Grèce;EUR;Euro;20060,00;20661,00;21373,00;22490,00;25299,00;27813,00;28333,00;25420,00;26640,00;25608,00;23843,00;22785,00;22717,00;22604,00;24393,00;24576,00;25871,00;26321,00;22261,00;25201,00;33026,00;31859,00;33603,00
D61N;Cotisations sociales effectives des employeurs et des ménages;GRC;Grèce;EUR;Euro;18128,00;19688,00;20369,00;21336,00;22350,00;24940,00;25986,00;24150,00;24748,00;22138,00;20932,00;19354,00;18575,00;18807,00;19313,00;20778,00;21446,00;22260,00;21352,00;23417,00;25186,00;25245,00;27588,00
D6111;Cotisations de pension effectives à la charge des employeurs;GRC;Grèce;EUR;Euro;5724,00;6071,00;6191,00;6853,00;7148,00;7950,00;8139,00;7432,00;7496,00;6364,00;5954,00;5346,00;5186,00;5008,00;5011,00;6099,00;6809,00;7262,00;6960,00;8180,00;8615,00;8991,00;9843,00
D214C;Impôts sur les opérations financières et les opérations en capital;GRC;Grèce;EUR;Euro;971,00;1099,00;1018,00;1092,00;1591,00;1854,00;1773,00;1411,00;714,00;503,00;393,00;314,00;215,00;207,00;214,00;227,00;308,00;403,00;317,00;422,00;549,00;587,00;691,00
D995G;Impôts en capital dus non recouvrables;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122E;Impôts sur des services déterminés;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2121;Droits sur les importations;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995D;Autres impôts courants dus non recouvrables;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D214G;Taxes sur les primes d'assurance;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;90,79;83,10;94,78;80,12;96,06;154,49;133,40;122,99;517,08;709,07;780,25;888,41;863,91;906,15;911,25;943,00;989,96;1000,32;1002,92;1051,76
D995B;Autres impôts sur la production dus non recouvrables;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995E;Cotisations sociales effectives à la charge des employeurs dues non recouvrables;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D59B;Impôts de capitation;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122B;Montants compensatoires monétaires prélevés à l'importation;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995FS;Cotisations sociales effectives à la charge des travailleurs indépendants dues non recouvrables;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122D;Impôts généraux sur les ventes;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D6141;Suppléments de cotisations de pension à la charge des ménages;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D51D;Taxes sur les gains des loteries et des paris;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D29G;Sous-compensation de la TVA (régime forfaitaire);IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,33;4,73;4,67;4,68;5,68;6,13;6,33;6,82;7,05;6,83;7,30;7,45;7,42;7,50
D59E;Impôts sur les transactions internationales;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D59A;Impôts courants sur le capital;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;460,03;482,93;568,06;792,14;216,84;46,82;47,72;48,27;47,41;48,29;55,20;50,06;56,49;57,48
D61SC;Rémunération du service des régimes d'assurance sociale (-);IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D614;Suppléments de cotisations sociales à la charge des ménages;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995F;Cotisations sociales effectives à la charge des ménages dues non recouvrables;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D91C;Autres impôts en capital n.c.a.;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D613V;Cotisations sociales effectives volontaires des ménages;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995C;Impôts sur le revenu dus non recouvrables;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D51C3;Autres impôts sur les gains de détention n.c.a.;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995;Transferts en capital des administrations publiques vers les secteurs concernés correspondant à des impôts et contributions sociales notifiés mais non susceptible d'être perçus;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995FE;Cotisations sociales effectives à la charge des salariés dues non recouvrables;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D611V;Cotisations sociales effectives volontaires des employeurs;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995A;Impôts sur les produits dus non recouvrables;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D214K;Droits sur les exportations et montants compensatoires monétaires prélevés à l'exportation;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D29D;Impôts sur les transactions internationales;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995FN;Cotisations sociales effectives à la charge des personnes n'occupant pas d'emploi dues non recouvrables;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122A;Prélèvements sur les produits agricoles importés;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D214J;Bénéfices des monopoles fiscaux;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;193,37;218,96;226,75;224,65;250,66;270,32;289,71;258,30;241,01;238,34
D6142;Suppléments de cotisations autres que de pension à la charge des ménages;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D91B;Prélèvements sur le capital;IRL;Irlande;EUR;Euro;0,00;0,00;10,00;19,00;39,00;27,00;19,00;8,00;10,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D59C;Impôts sur la dépense;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122F;Bénéfices des monopoles sur l'importation;IRL;Irlande;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;IRL;Irlande;EUR;Euro;252,00;277,70;356,62;388,04;367,44;420,85;405,58;314,79;330,60;348,34;323,74;403,43;406,25;460,09;602,60;521,76;604,54;632,33;632,45;689,77;630,98;714,51;793,80
D212;Impôts et droits sur les importations, à l'exclusion de la TVA;IRL;Irlande;EUR;Euro;1820,64;1947,54;2539,21;2768,33;2986,71;3151,06;3099,96;3234,64;3009,41;3224,13;3137,48;3281,47;3342,74;3460,35;3595,85;3886,26;3311,52;3630,23;3381,02;3531,53;3146,88;3116,42;3369,75
D91;Impôts en capital;IRL;Irlande;EUR;Euro;151,73;213,73;200,45;273,69;354,72;432,19;367,61;265,92;245,12;245,18;284,83;278,43;358,53;400,85;410,65;448,36;518,34;530,70;504,96;581,94;614,76;633,79;853,86
D214B;Droits de timbre;IRL;Irlande;EUR;Euro;171,28;333,60;348,15;153,93;140,54;159,06;197,73;336,23;426,23;444,95;540,68;262,22;94,00;89,16;93,06;56,42;73,71;79,16;135,54;390,44;84,73;274,90;55,38
D613C;Cotisations sociales effectives obligatoires à la charge des ménages;IRL;Irlande;EUR;Euro;1506,03;1656,66;1951,87;2109,53;2088,28;2347,16;2454,54;3523,15;3525,74;3468,54;3361,97;3544,79;3602,52;3787,31;3841,80;3925,15;4367,47;4609,15;4397,97;4906,64;6050,14;6663,10;7265,87
ODA;Total des recettes fiscales;IRL;Irlande;EUR;Euro;32729,62;36008,88;40059,85;44394,66;50686,36;52374,01;45889,11;38729,91;37890,43;38875,44;40940,00;42519,06;46507,49;50749,87;52813,58;55718,94;60508,30;64605,16;61541,83;75709,41;88837,07;93594,38;102727,85
D29A;Impôts sur les terrains, bâtiments et autres constructions;IRL;Irlande;EUR;Euro;747,20;836,44;875,91;1020,79;1054,91;1232,97;1276,27;1321,84;1322,17;1341,86;1478,11;1692,47;1846,11;1816,52;1771,11;1808,50;1870,27;1885,43;1166,33;1613,36;2001,45;2163,42;2268,94
D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;IRL;Irlande;EUR;Euro;10538,86;11025,61;12735,04;13692,42;14801,45;15872,35;15667,51;14677,54;14319,67;15261,46;16454,34;16651,50;17854,32;19052,83;19715,93;20572,52;21897,09;23598,88;23427,83;27767,90;31287,55;33178,57;35323,60
D59;Autres impôts courants;IRL;Irlande;EUR;Euro;440,69;515,38;565,54;606,88;664,88;722,65;799,85;978,07;951,95;1401,60;1455,57;1630,42;1872,66;1263,18;1038,77;1015,51;995,95;979,87;959,65;945,78;931,43;943,50;979,64
D214E;Taxes sur les spectacles et divertissements;IRL;Irlande;EUR;Euro;28,11;30,63;30,72;30,74;29,90;33,93;32,47;31,21;23,24;24,70;19,88;21,04;20,07;20,93;20,64;24,43;22,54;22,91;9,14;8,62;19,78;21,86;21,96
D21;Impôts sur les produits;IRL;Irlande;EUR;Euro;14930,05;16280,49;18194,78;20414,81;23172,16;23782,88;20363,04;16290,00;16079,66;15705,18;16098,90;16750,46;18252,72;19325,94;20574,99;21392,47;22123,97;23903,14;20863,19;25848,55;27777,41;29137,62;31114,83
D5;Impôts courants sur le revenu, le patrimoine, etc.;IRL;Irlande;EUR;Euro;16403,84;18133,33;20164,56;21785,56;25251,21;26087,20;22964,41;20095,47;19568,93;20836,18;22292,26;22928,64;24888,72;27862,64;28932,24;30621,21;34272,74;36539,93;37292,97;45682,61;56612,17;59691,24;66225,57
D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;IRL;Irlande;EUR;Euro;252,00;277,70;356,62;388,04;367,44;420,85;405,58;314,79;330,60;348,34;323,74;403,43;406,25;460,09;602,60;521,76;604,54;632,33;632,45;689,77;630,98;714,51;793,80
D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;IRL;Irlande;EUR;Euro;1820,64;1947,54;2539,21;2768,33;2986,71;3151,06;3099,96;3234,64;3009,41;3224,13;3137,48;3281,47;3342,74;3460,35;3595,85;3886,26;3311,52;3630,23;3381,02;3531,53;3146,88;3116,42;3369,75
D6121;Cotisations de pension imputées à la charge des employeurs;IRL;Irlande;EUR;Euro;1711,53;1887,41;2075,79;2218,92;2413,28;2579,35;2658,94;1447,69;1052,68;1619,21;1889,84;1535,00;1821,46;1730,69;2046,99;2176,23;2174,17;2373,63;2458,04;2661,03;2789,46;3134,29;3079,59
D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;IRL;Irlande;EUR;Euro;1254,03;1378,96;1595,25;1721,49;1720,84;1926,31;2048,96;3208,36;3195,13;3120,19;3038,23;3141,36;3196,26;3327,22;3239,20;3403,39;3762,93;3976,82;3765,52;4216,86;5419,16;5948,59;6472,07
D214A;Droits d'accise et impôts de consommation;IRL;Irlande;EUR;Euro;1917,98;1936,40;1517,58;1424,93;1341,61;1363,79;1297,20;1115,01;1082,55;857,54;828,58;822,66;836,04;864,41;897,34;964,09;846,84;932,81;858,69;904,77;802,28;796,18;869,23
ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;IRL;Irlande;EUR;Euro;37765,65;41385,54;46035,03;50931,26;57854,92;60517,20;54239,74;47550,55;46348,39;47708,85;49310,18;51389,80;55927,12;60748,51;63308,53;66820,78;72610,16;77714,87;73807,88;89501,42;104803,86;110967,29;121674,63
D29B;Impôts sur l'utilisation d'actifs fixes;IRL;Irlande;EUR;Euro;145,20;170,09;186,81;200,59;219,93;239,18;264,92;264,45;255,94;252,59;263,67;284,27;289,83;281,09;262,91;255,36;245,48;241,09;234,88;226,94;225,57;227,69;233,75
D51C;Impôts sur les gains de détention;IRL;Irlande;EUR;Euro;618,99;1435,68;1527,79;1981,96;3099,22;3097,38;1423,93;544,66;345,12;416,09;412,97;368,85;539,27;669,26;820,23;826,13;992,04;1072,48;951,68;1644,68;1747,10;1562,84;1708,08
D51E;Autres impôts sur le revenu n.c.a.;IRL;Irlande;EUR;Euro;1,54;1,23;1,19;1,06;1,06;1,43;1,68;5,75;8,58;5,65;5,65;5,65;5,58;5,60;5,59;5,62;1,08;1,40;1,03;1,13;1,16;1,12;0,62
D211;Taxes du type TVA;IRL;Irlande;EUR;Euro;9133,77;9807,88;10986,09;12373,29;13745,56;14355,37;13084,42;10324,47;10067,17;9755,10;10219,26;10371,94;11527,48;11831,00;12602,52;13060,01;14148,79;15270,99;12753,41;16641,81;19175,39;20376,99;21920,42
D214F;Taxes sur les loteries, les jeux et les paris;IRL;Irlande;EUR;Euro;44,55;39,14;46,01;52,59;51,34;36,41;34,79;30,88;30,23;27,79;26,67;25,51;26,83;36,74;50,23;52,45;50,78;109,62;83,06;92,23;103,94;103,18;142,52
D51;Impôts sur le revenu;IRL;Irlande;EUR;Euro;15963,14;17617,95;19599,02;21178,68;24586,34;25364,55;22164,57;19117,41;18616,98;19434,58;20836,70;21298,23;23016,05;26599,46;27893,46;29605,70;33276,79;35560,06;36333,32;44736,83;55680,74;58747,74;65245,93
D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;IRL;Irlande;EUR;Euro;37765,65;41385,54;46035,03;50931,26;57854,92;60517,21;54239,74;47550,55;46348,40;47708,85;49310,18;51389,80;55927,12;60748,52;63308,53;66820,78;72610,17;77714,88;73807,89;89501,42;104803,86;110967,29;121674,63
D611;Cotisations sociales effectives à la charge des employeurs;IRL;Irlande;EUR;Euro;3530,00;3720,00;4023,31;4427,07;5080,28;5796,04;5896,09;5297,49;4932,23;5364,87;5008,21;5325,95;5817,11;6211,34;6653,15;7176,69;7734,40;8500,57;7868,09;8885,37;9916,65;10709,81;11680,91
D61N;Cotisations sociales effectives des employeurs et des ménages;IRL;Irlande;EUR;Euro;5036,03;5376,66;5975,18;6536,60;7168,56;8143,20;8350,63;8820,64;8457,97;8833,41;8370,18;8870,74;9419,63;9998,65;10494,95;11101,84;12101,87;13109,72;12266,06;13792,01;15966,79;17372,91;18946,78
D2122C;Droits d'accise;IRL;Irlande;EUR;Euro;1820,64;1947,54;2539,21;2768,33;2986,71;3151,06;3099,96;3234,64;3009,41;3224,13;3137,48;3281,47;3342,74;3460,35;3595,85;3886,26;3311,52;3630,23;3381,02;3531,53;3146,88;3116,42;3369,75
D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;IRL;Irlande;EUR;Euro;11095,95;12317,72;14110,05;15476,19;17590,75;18660,00;16949,05;15167,74;14630,28;15635,95;16826,01;16983,47;18339,66;19655,16;20454,14;21316,04;22789,93;24564,11;24284,34;29248,11;32859,94;34585,12;36860,87
D214H;Autres taxes sur des services déterminés;IRL;Irlande;EUR;Euro;0,02;-0,03;-0,02;0,01;0,01;0,00;0,01;91,92;103,39;43,97;33,66;33,67;11,04;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;33,85
D29E;Autorisations d'exercer des activités commerciales ou professionnelles;IRL;Irlande;EUR;Euro;11,98;21,31;17,92;8,44;-0,63;22,63;44,83;47,64;46,99;45,59;45,05;45,19;44,36;44,38;44,38;44,54;45,12;45,75;45,32;44,97;40,14;41,09;41,13
