Cde_Transaction;Transaction;Cde_Pays;Pays;Cde_Devise;Devise;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D29C;Impôts sur la masse salariale ou les effectifs employés;IRL;Irlande;EUR;Euro;240,83;254,81;281,69;332,36;367,81;410,50;414,03;367,94;309,98;318,11;295,29;314,43;338,00;356,94;390,00;431,00;565,36;773,81;716,75;797,25;950,85;1058,39;1096,31
D29;Autres impôts sur la production;IRL;Irlande;EUR;Euro;1244,00;1381,33;1500,05;1920,59;1908,27;2071,74;2194,04;2078,52;1996,72;2088,90;2264,01;2561,52;3007,53;3160,44;2895,70;3256,90;3593,25;3631,38;2880,71;3596,32;3832,73;4131,72;4533,59
D2;Impôts sur la production et les importations;IRL;Irlande;EUR;Euro;16174,05;17661,82;19694,84;22335,41;25080,43;25854,62;22557,08;18368,52;18076,38;17794,08;18362,90;19311,98;21260,24;22486,38;23470,69;24649,37;25717,22;27534,52;23743,90;29444,87;31610,14;33269,35;35648,42
D51C2;Impôts sur les gains de détention des sociétés;IRL;Irlande;EUR;Euro;61,90;143,57;152,78;198,20;309,92;309,74;142,39;54,47;34,51;41,61;41,30;36,89;53,93;66,93;82,02;82,61;99,20;107,25;95,17;164,47;174,71;156,28;170,81
D61;Cotisations sociales nettes;IRL;Irlande;EUR;Euro;6747,57;7264,07;8050,97;8755,52;9581,84;10722,55;11009,57;10268,33;9510,64;10972,55;10792,93;10934,29;11706,97;12221,19;13052,35;13794,96;14830,50;16026,62;15409,90;17488,95;20020,28;21472,74;22966,95
D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;IRL;Irlande;EUR;Euro;3530,00;3720,00;4023,31;4427,07;5080,28;5796,04;5896,09;5297,49;4932,23;5364,87;5008,21;5325,95;5817,11;6211,34;6653,15;7176,69;7734,40;8500,57;7868,09;8885,37;9916,65;10709,81;11680,91
D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;IRL;Irlande;EUR;Euro;3975,65;4525,07;4669,48;5273,19;6439,89;6276,45;4178,66;2730,89;3003,08;2725,95;2742,15;3097,05;3382,49;4034,59;4376,62;4446,20;4663,66;5001,92;4728,76;5675,21;5455,15;5644,21;5824,66
D59F;Autres impôts courants n.c.a.;IRL;Irlande;EUR;Euro;5,10;5,10;5,10;5,10;5,10;5,10;5,10;6,00;7,00;9,00;10,00;13,40;19,80;20,12;20,49;21,24;26,39;25,65;19,84;23,19;34,50;28,47;28,47
D613;Cotisations sociales effectives à la charge des ménages;IRL;Irlande;EUR;Euro;1506,03;1656,66;1951,87;2109,53;2088,28;2347,16;2454,54;3523,15;3525,74;3468,54;3361,97;3544,79;3602,52;3787,31;3841,80;3925,15;4367,47;4609,15;4397,97;4906,64;6050,14;6663,10;7265,87
D59D;Paiements effectués par les ménages en vue de l’obtention de licences;IRL;Irlande;EUR;Euro;435,59;510,28;560,44;601,78;659,78;717,55;794,75;972,07;944,95;932,57;962,64;1048,96;1060,73;1026,22;971,47;946,55;921,29;906,81;891,53;867,39;846,86;858,55;893,69
D29H;Autres impôts sur la production n.c.a.;IRL;Irlande;EUR;Euro;80,92;69,32;110,96;330,61;235,50;134,07;160,52;44,71;18,98;81,00;120,65;160,18;409,15;585,51;329,07;630,87;792,53;587,52;597,43;768,26;464,36;465,18;692,68
ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;IRL;Irlande;EUR;Euro;39477,18;43272,95;48110,82;53150,18;60268,20;63096,56;56898,68;48998,24;47401,07;49847,99;51732,93;53453,35;58214,46;62971,06;65865,93;69513,90;75338,80;80631,77;76951,73;93198,36;108857,34;115067,12;125694,80
D51O;Impôts sur le revenu des sociétés y compris les gains de détention;IRL;Irlande;EUR;Euro;4865,65;5299,01;5487,78;5701,44;6994,53;6703,13;5213,84;3943,93;3978,11;3792,99;4005,04;4309,12;4670,81;6938,70;7433,73;8284,04;10485,79;10994,55;12047,95;15487,59;22819,64;24161,50;28384,44
D214C;Impôts sur les opérations financières et les opérations en capital;IRL;Irlande;EUR;Euro;968,90;1330,80;1721,50;2313,66;3435,38;2965,26;1490,55;537,31;395,83;353,11;286,27;408,44;558,98;746,18;781,41;798,94;1059,55;1125,45;1053,50;1409,45;1454,38;1202,28;1191,78
D29F;Impôts sur les émissions polluantes;IRL;Irlande;EUR;Euro;17,87;29,36;26,77;27,80;30,75;32,40;33,47;31,94;42,66;46,42;56,51;60,32;75,39;70,32;92,11;80,30;67,66;90,74;113,17;138,24;142,92;168,53;193,28
D91A;Impôts sur les transferts en capital;IRL;Irlande;EUR;Euro;151,73;213,73;190,45;254,69;315,72;405,19;348,61;257,92;235,12;242,18;281,83;278,43;358,53;400,85;410,65;448,36;518,34;530,70;504,96;581,94;614,76;633,79;853,86
D214D;Taxes à l'immatriculation des véhicules;IRL;Irlande;EUR;Euro;801,74;808,53;955,74;1153,31;1301,06;1553,93;937,76;372,99;394,88;394,49;383,73;480,00;605,99;742,67;851,83;886,12;908,78;996,75;748,81;806,22;824,89;952,97;1002,27
D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;IRL;Irlande;EUR;Euro;4803,75;5155,44;5335,00;5503,24;6684,61;6393,39;5071,45;3889,46;3943,60;3751,38;3963,74;4272,23;4616,88;6871,77;7351,71;8201,43;10386,59;10887,30;11952,78;15323,12;22644,93;24005,22;28213,63
D612;Cotisations sociales imputées à la charge des employeurs;IRL;Irlande;EUR;Euro;1711,53;1887,41;2075,79;2218,92;2413,28;2579,35;2658,94;1447,69;1052,68;2139,15;2422,75;2063,55;2287,34;2222,55;2557,40;2693,12;2728,64;2916,90;3143,84;3696,94;4053,49;4099,83;4020,18
D214L;Autres impôts sur les produits n.c.a.;IRL;Irlande;EUR;Euro;43,09;45,99;49,80;53,24;56,95;69,29;108,03;119,28;392,24;446,00;499,69;526,42;520,47;560,87;574,74;573,08;570,67;573,31;626,69;783,81;906,52;1048,92;1217,56
D51C1;Impôts sur les gains de détention des personnes physiques ou des ménages;IRL;Irlande;EUR;Euro;557,09;1292,11;1375,01;1783,76;2789,30;2787,64;1281,54;490,19;310,61;374,48;371,67;331,97;485,34;602,33;738,21;743,52;892,84;965,23;856,51;1480,21;1572,39;1406,56;1537,27
D6122;Cotisations imputées autres que de pension à la charge des employeurs;IRL;Irlande;EUR;Euro;;;;;;;;;;519,94;532,91;528,55;465,88;491,86;510,41;516,89;554,47;543,27;685,80;1035,91;1264,03;966,54;942,58
D6131;Cotisations de pension effectives à la charge des ménages;IRL;Irlande;EUR;Euro;;;;;;;;;;;;;;;;1251,20;1435,34;1437,35;1487,38;;;;
D6111;Cotisations de pension effectives à la charge des employeurs;ITA;Italie;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
D214C;Impôts sur les opérations financières et les opérations en capital;ITA;Italie;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;260,00;401,00;480,00;400,00;432,00;429,00;354,00;365,00;413,00;461,00;367,00;546,00
D51E;Autres impôts sur le revenu n.c.a.;ITA;Italie;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;880,00;835,00;139,00;108,00;91,00;72,00;53,00;40,00;33,00;27,00;22,00;15,00;13,00
D6112;Cotisations effectives autres que de pension à la charge des employeurs;ITA;Italie;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
D29C;Impôts sur la masse salariale ou les effectifs employés;ITA;Italie;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;ITA;Italie;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;233,00;303,00;394,00;434,00;485,00
D2;Impôts sur la production et les importations;ITA;Italie;EUR;Euro;190078,00;190737,00;199155,00;208059,00;224967,00;232258,00;222498,00;214317,00;225694,00;233151,00;247794,00;242256,00;252293,00;250287,00;245147,00;250821,00;256209,00;261488,00;231180,00;262100,00;279848,00;291420,00;309123,00
D2122C;Droits d'accise;ITA;Italie;EUR;Euro;114,00;137,00;99,00;86,00;94,00;68,00;62,00;57,00;51,00;48,00;54,00;67,00;59,00;90,00;17,00;19,00;20,00;17,00;12,00;19,00;22,00;22,00;24,00
D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;ITA;Italie;EUR;Euro;137125,00;139667,00;144459,00;148536,00;159937,00;173059,00;183235,00;176156,00;180917,00;182051,00;189328,00;189410,00;189532,00;196578,00;196911,00;201515,00;203527,00;209420,00;204278,00;217296,00;222538,00;249224,00;268472,00
D29A;Impôts sur les terrains, bâtiments et autres constructions;ITA;Italie;EUR;Euro;9581,00;9951,00;10417,00;10883,00;11439,00;11979,00;9103,00;8894,00;9084,00;9258,00;22880,00;19712,00;24222,00;24589,00;20849,00;20938,00;21020,00;21077,00;20452,00;21413,00;21705,00;22163,00;22024,00
ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;535288,00;555867,00;569529,00;582986,00;623083,00;669231,00;675886,00;661255,00;669604,00;683541,00;704995,00;702841,00;705473,00;713238,00;718684,00;729299,00;740486,00;762965,00;713563,00;779635,00;832199,00;882998,00;934116,00
D61;Cotisations sociales nettes;ITA;Italie;EUR;Euro;161691,00;168733,00;176713,00;182056,00;184419,00;203167,00;213021,00;212155,00;213718,00;216407,00;215906,00;215394,00;214429,00;219171,00;220752,00;225992,00;234142,00;242020,00;230337,00;247577,00;260263,00;268180,00;279705,00
D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;ITA;Italie;EUR;Euro;531408,00;552007,00;565886,00;579515,00;619534,00;665342,00;671953,00;657213,00;665515,00;679327,00;700780,00;698597,00;701371,00;709121,00;714693,00;725113,00;736470,00;758729,00;709281,00;774970,00;827938,00;878704,00;929612,00
ODA;Total des recettes fiscales;ITA;Italie;EUR;Euro;373597,00;387134,00;392816,00;400930,00;438664,00;466064,00;462865,00;449100,00;455886,00;467134,00;489089,00;487447,00;491044,00;494067,00;497932,00;503307,00;506344,00;520945,00;483226,00;532058,00;571936,00;614818,00;654411,00
D59D;Paiements effectués par les ménages en vue de l’obtention de licences;ITA;Italie;EUR;Euro;3644,00;3838,00;3867,00;4068,00;4308,00;4719,00;4743,00;4646,00;4764,00;4776,00;4805,00;4613,00;4840,00;5011,00;5251,00;5189,00;5382,00;5561,00;4938,00;5238,00;5347,00;5676,00;5837,00
D613C;Cotisations sociales effectives obligatoires à la charge des ménages;ITA;Italie;EUR;Euro;47184,00;47713,00;51309,00;53678,00;54324,00;61173,00;67275,00;64852,00;64819,00;66091,00;67579,00;68826,00;68495,00;71054,00;71833,00;73438,00;75678,00;78609,00;75036,00;79967,00;84444,00;83405,00;85765,00
D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;24,00;25,00;26,00;37,00;27,00;31,00;30,00;24,00;27,00;23,00;18,00;18,00;16,00;16,00;16,00;17,00;17,00;16,00;16,00;14,00;17,00;19,00;20,00
D51C1;Impôts sur les gains de détention des personnes physiques ou des ménages;ITA;Italie;EUR;Euro;1427,00;1054,00;1117,00;2282,00;2481,00;2231,00;1301,00;1080,00;1077,00;623,00;2515,00;2310,00;3953,00;3649,00;3364,00;2296,00;1376,00;3084,00;3094,00;5821,00;2819,00;1650,00;5129,00
D59A;Impôts courants sur le capital;ITA;Italie;EUR;Euro;1044,00;1084,00;1135,00;819,00;649,00;763,00;580,00;567,00;579,00;590,00;1089,00;1058,00;987,00;977,00;3070,00;2888,00;2861,00;2845,00;2834,00;2894,00;2921,00;2930,00;2499,00
D29B;Impôts sur l'utilisation d'actifs fixes;ITA;Italie;EUR;Euro;907,00;1048,00;962,00;1008,00;1060,00;1159,00;1163,00;1144,00;1164,00;1192,00;1267,00;1143,00;1204,00;1286,00;1362,00;1356,00;1417,00;1450,00;1289,00;1406,00;1528,00;1643,00;1725,00
D611V;Cotisations sociales effectives volontaires des employeurs;ITA;Italie;EUR;Euro;46,00;42,00;38,00;39,00;39,00;37,00;38,00;34,00;39,00;38,00;38,00;34,00;37,00;31,00;29,00;26,00;37,00;32,00;30,00;35,00;42,00;29,00;29,00
D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;ITA;Italie;EUR;Euro;32342,00;28820,00;30123,00;33627,00;43851,00;50560,00;47901,00;37457,00;36760,00;35871,00;37781,00;40422,00;35162,00;33423,00;36040,00;35987,00;32844,00;35101,00;34094,00;34412,00;52961,00;58563,00;58665,00
D214E;Taxes sur les spectacles et divertissements;ITA;Italie;EUR;Euro;208,00;211,00;256,00;217,00;207,00;219,00;221,00;207,00;250,00;254,00;243,00;179,00;184,00;158,00;212,00;167,00;148,00;138,00;60,00;76,00;144,00;163,00;173,00
D91;Impôts en capital;ITA;Italie;EUR;Euro;2975,00;17925,00;8372,00;1870,00;225,00;299,00;487,00;12256,00;3517,00;6986,00;1528,00;4154,00;1583,00;1214,00;5360,00;2325,00;1574,00;1252,00;944,00;1596,00;1707,00;1612,00;1822,00
D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;ITA;Italie;EUR;Euro;110139,00;116585,00;121183,00;124324,00;125936,00;137569,00;141342,00;142758,00;144277,00;145550,00;143302,00;141611,00;141136,00;143272,00;144170,00;147596,00;153675,00;158410,00;150216,00;162075,00;170748,00;179707,00;188610,00
D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;ITA;Italie;EUR;Euro;114,00;137,00;99,00;86,00;94,00;68,00;62,00;57,00;51,00;48,00;54,00;67,00;59,00;90,00;17,00;19,00;20,00;17,00;12,00;19,00;22,00;22,00;24,00
D51C2;Impôts sur les gains de détention des sociétés;ITA;Italie;EUR;Euro;2423,00;2347,00;3026,00;43,00;69,00;28,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D59F;Autres impôts courants n.c.a.;ITA;Italie;EUR;Euro;2260,00;1377,00;1256,00;1065,00;1617,00;1614,00;1543,00;1919,00;1896,00;2469,00;2858,00;1888,00;2071,00;2240,00;2076,00;1566,00;1702,00;1192,00;940,00;1479,00;2569,00;2434,00;1537,00
D613;Cotisations sociales effectives à la charge des ménages;ITA;Italie;EUR;Euro;47626,00;48246,00;51849,00;54222,00;54895,00;61672,00;67708,00;65321,00;65313,00;66605,00;68351,00;69505,00;69154,00;71751,00;72562,00;74184,00;76414,00;79342,00;75809,00;80802,00;85212,00;84150,00;86562,00
D91A;Impôts sur les transferts en capital;ITA;Italie;EUR;Euro;696,00;341,00;143,00;61,00;47,00;149,00;388,00;462,00;483,00;1769,00;592,00;622,00;623,00;674,00;736,00;815,00;820,00;798,00;396,00;855,00;1067,00;1019,00;1036,00
D51O;Impôts sur le revenu des sociétés y compris les gains de détention;ITA;Italie;EUR;Euro;34765,00;31167,00;33149,00;33670,00;43920,00;50588,00;47902,00;37458,00;36761,00;35871,00;37781,00;40422,00;35162,00;33423,00;36040,00;35987,00;32844,00;35101,00;34094,00;34412,00;52961,00;58563,00;58665,00
D51C;Impôts sur les gains de détention;ITA;Italie;EUR;Euro;3850,00;3401,00;4143,00;2325,00;2550,00;2259,00;1302,00;1081,00;1078,00;623,00;2515,00;2310,00;3953,00;3649,00;3364,00;2296,00;1376,00;3084,00;3094,00;5821,00;2819,00;1650,00;5129,00
D214G;Taxes sur les primes d'assurance;ITA;Italie;EUR;Euro;4364,00;4700,00;4786,00;4919,00;5036,00;5123,00;5165,00;5516,00;5372,00;5456,00;5705,00;5733,00;5322,00;5250,00;5397,00;5399,00;6045,00;6450,00;5966,00;6237,00;6291,00;6714,00;7308,00
D91B;Prélèvements sur le capital;ITA;Italie;EUR;Euro;3,00;5,00;2,00;2,00;1,00;1,00;1,00;6575,00;2118,00;5117,00;778,00;2547,00;829,00;231,00;396,00;355,00;311,00;226,00;427,00;579,00;447,00;341,00;500,00
D211;Taxes du type TVA;ITA;Italie;EUR;Euro;80032,00;79099,00;81515,00;85324,00;92221,00;95567,00;93698,00;86231,00;97042,00;98257,00;95768,00;93571,00;96567,00;100345,00;102086,00;107576,00;109333,00;111464,00;99683,00;120980,00;138533,00;140089,00;145187,00
D59;Autres impôts courants;ITA;Italie;EUR;Euro;6948,00;6299,00;6258,00;5952,00;6574,00;7096,00;6866,00;7132,00;7239,00;7835,00;8752,00;7559,00;7898,00;8228,00;10397,00;9643,00;9945,00;9598,00;8712,00;9611,00;10837,00;11040,00;9873,00
D214A;Droits d'accise et impôts de consommation;ITA;Italie;EUR;Euro;31741,00;33425,00;32873,00;34702,00;35890,00;34919,00;33625,00;38456,00;38282,00;43051,00;47713,00;48333,00;52130,00;49221,00;50910,00;49179,00;49026,00;49914,00;43141,00;44336,00;28675,00;39756,00;45018,00
D214F;Taxes sur les loteries, les jeux et les paris;ITA;Italie;EUR;Euro;4291,00;3234,00;7419,00;5799,00;6569,00;7547,00;7577,00;8216,00;8225,00;8436,00;7811,00;7370,00;7748,00;7834,00;9652,00;9363,00;9493,00;10695,00;7144,00;6942,00;10208,00;10426,00;10290,00
D214L;Autres impôts sur les produits n.c.a.;ITA;Italie;EUR;Euro;138,00;138,00;159,00;162,00;170,00;169,00;198,00;194,00;178,00;178,00;200,00;240,00;291,00;277,00;244,00;258,00;237,00;258,00;279,00;327,00;438,00;479,00;496,00
D214J;Bénéfices des monopoles fiscaux;ITA;Italie;EUR;Euro;6,00;9,00;6,00;10,00;7,00;7,00;6,00;4,00;5,00;4,00;4,00;4,00;3,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;1,00;1,00;1,00
D29;Autres impôts sur la production;ITA;Italie;EUR;Euro;45886,00;46091,00;46048,00;50112,00;53839,00;56866,00;51005,00;45675,00;46591,00;47653,00;62127,00;57560,00;60298,00;57792,00;46704,00;48875,00;50947,00;52064,00;46404,00;51331,00;61996,00;61147,00;64679,00
D51;Impôts sur le revenu;ITA;Italie;EUR;Euro;173596,00;172174,00;179031,00;185050,00;206899,00;226412,00;233014,00;215396,00;219436,00;219163,00;231015,00;233478,00;229270,00;234339,00;237028,00;240518,00;238616,00;248607,00;242389,00;258752,00;279544,00;310745,00;333592,00
D29F;Impôts sur les émissions polluantes;ITA;Italie;EUR;Euro;199,00;204,00;202,00;220,00;231,00;263,00;294,00;293,00;290,00;310,00;394,00;363,00;848,00;800,00;892,00;825,00;945,00;1834,00;1720,00;1732,00;3007,00;3716,00;4129,00
D61N;Cotisations sociales effectives des employeurs et des ménages;ITA;Italie;EUR;Euro;157811,00;164873,00;173070,00;178585,00;180870,00;199278,00;209088,00;208113,00;209629,00;212193,00;211691,00;211150,00;210327,00;215054,00;216761,00;221806,00;230126,00;237784,00;226055,00;242912,00;256002,00;263886,00;275201,00
D613V;Cotisations sociales effectives volontaires des ménages;ITA;Italie;EUR;Euro;442,00;533,00;540,00;544,00;571,00;499,00;433,00;469,00;494,00;514,00;772,00;679,00;659,00;697,00;729,00;746,00;736,00;733,00;773,00;835,00;768,00;745,00;797,00
D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;ITA;Italie;EUR;Euro;29810,00;29961,00;31041,00;31832,00;32716,00;35566,00;37625,00;37840,00;37572,00;37611,00;36687,00;39259,00;38580,00;39764,00;39932,00;40970,00;42679,00;44451,00;41461,00;45905,00;46737,00;42756,00;42297,00
D214H;Autres taxes sur des services déterminés;ITA;Italie;EUR;Euro;3270,00;3589,00;3802,00;3826,00;3955,00;4010,00;3875,00;3331,00;3087,00;3155,00;2711,00;2631,00;2296,00;2335,00;2343,00;2528,00;2793,00;2825,00;2129,00;2718,00;2890,00;3002,00;3212,00
D29H;Autres impôts sur la production n.c.a.;ITA;Italie;EUR;Euro;31601,00;32825,00;32328,00;35695,00;38774,00;40787,00;37606,00;32401,00;33082,00;34227,00;35093,00;33809,00;31768,00;29339,00;21909,00;24201,00;25970,00;26224,00;21552,00;25361,00;34246,00;32065,00;35201,00
D91C;Autres impôts en capital n.c.a.;ITA;Italie;EUR;Euro;2276,00;17579,00;8227,00;1807,00;177,00;149,00;98,00;5219,00;916,00;100,00;158,00;985,00;131,00;309,00;4228,00;1155,00;443,00;228,00;121,00;162,00;193,00;252,00;286,00
D21;Impôts sur les produits;ITA;Italie;EUR;Euro;144192,00;144646,00;153107,00;157947,00;171128,00;175392,00;171493,00;168642,00;179103,00;185498,00;185667,00;184696,00;191995,00;192495,00;198443,00;201946,00;205262,00;209424,00;184776,00;210769,00;217852,00;230273,00;244444,00
D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;ITA;Italie;EUR;Euro;17350,00;17727,00;20242,00;21809,00;21581,00;25576,00;29620,00;26988,00;27220,00;28457,00;30874,00;29549,00;29899,00;31274,00;31885,00;32451,00;32982,00;34142,00;33559,00;34048,00;37690,00;40630,00;43448,00
D612;Cotisations sociales imputées à la charge des employeurs;ITA;Italie;EUR;Euro;3880,00;3860,00;3643,00;3471,00;3549,00;3889,00;3933,00;4042,00;4089,00;4214,00;4215,00;4244,00;4102,00;4117,00;3991,00;4186,00;4016,00;4236,00;4282,00;4665,00;4261,00;4294,00;4504,00
D29E;Autorisations d'exercer des activités commerciales ou professionnelles;ITA;Italie;EUR;Euro;3598,00;2063,00;2139,00;2306,00;2335,00;2678,00;2839,00;2943,00;2971,00;2666,00;2493,00;2533,00;2256,00;1778,00;1692,00;1555,00;1595,00;1479,00;1391,00;1419,00;1510,00;1560,00;1600,00
ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;530920,00;551432,00;565308,00;578932,00;618924,00;664806,00;671482,00;656710,00;664982,00;678775,00;699970,00;697884,00;700675,00;708393,00;713935,00;724341,00;735697,00;757964,00;708478,00;774100,00;827128,00;877930,00;928786,00
D212;Impôts et droits sur les importations, à l'exclusion de la TVA;ITA;Italie;EUR;Euro;114,00;137,00;99,00;86,00;94,00;68,00;62,00;57,00;51,00;48,00;54,00;67,00;59,00;90,00;17,00;19,00;20,00;17,00;12,00;19,00;22,00;22,00;24,00
D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;17374,00;17752,00;20268,00;21846,00;21608,00;25607,00;29650,00;27012,00;27247,00;28480,00;30892,00;29567,00;29915,00;31290,00;31901,00;32468,00;32999,00;34158,00;33575,00;34062,00;37707,00;40649,00;43468,00
D214B;Droits de timbre;ITA;Italie;EUR;Euro;18952,00;18954,00;20950,00;21691,00;25680,00;26437,00;25817,00;25304,00;25516,00;25487,00;24130,00;24972,00;25649,00;25009,00;25515,00;25223,00;25864,00;25404,00;24192,00;26647,00;28208,00;27051,00;29813,00
D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;ITA;Italie;EUR;Euro;64046,00;65410,00;71493,00;72537,00;78813,00;79757,00;77733,00;82354,00;82010,00;87193,00;89845,00;91058,00;95369,00;92060,00;96340,00;94351,00;95909,00;97943,00;85081,00;89770,00;79297,00;90162,00;99233,00
D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;ITA;Italie;EUR;Euro;138552,00;140721,00;145576,00;150818,00;162418,00;175290,00;184536,00;177236,00;181994,00;182674,00;191843,00;191720,00;193485,00;200227,00;200275,00;203811,00;204903,00;212504,00;207372,00;223117,00;225357,00;250874,00;273601,00
D214D;Taxes à l'immatriculation des véhicules;ITA;Italie;EUR;Euro;1076,00;1150,00;1242,00;1211,00;1299,00;1326,00;1249,00;1126,00;1095,00;1172,00;1328,00;1336,00;1345,00;1495,00;1666,00;1801,00;1873,00;1904,00;1571,00;1769,00;1587,00;1769,00;1891,00
D611;Cotisations sociales effectives à la charge des employeurs;ITA;Italie;EUR;Euro;110185,00;116627,00;121221,00;124363,00;125975,00;137606,00;141380,00;142792,00;144316,00;145588,00;143340,00;141645,00;141173,00;143303,00;144199,00;147622,00;153712,00;158442,00;150246,00;162110,00;170790,00;179736,00;188639,00
D5;Impôts courants sur le revenu, le patrimoine, etc.;ITA;Italie;EUR;Euro;180544,00;178472,00;185289,00;191001,00;213472,00;233507,00;239880,00;222527,00;226675,00;226997,00;239767,00;241037,00;237168,00;242566,00;247425,00;250161,00;248561,00;258205,00;251102,00;268362,00;290381,00;321786,00;343466,00
