Cde_Pays;Pays;Cde_Dépense;Dépense;Année;Montant
LUX;Luxembourg;GF1009;Protection sociale n.c.a.;2005;0,027620
LUX;Luxembourg;GF0801;Services récréatifs et sportifs;2005;0,113800
LUX;Luxembourg;GF0408;RetD concernant les affaires économiques;2005;0,089120
LUX;Luxembourg;GF0603;Alimentation en eau;2005;0,045850
LUX;Luxembourg;GF07;Santé;2005;1,647970
LUX;Luxembourg;GF0506;Protection de l'environnement n.c.a.;2005;0,013450
LUX;Luxembourg;GF0502;Gestion des eaux usées;2005;0,100600
LUX;Luxembourg;GF0303;Tribunaux;2005;0,065420
LUX;Luxembourg;GF0102;Aide économique extérieure;2005;0,179680
LUX;Luxembourg;GF0503;Lutte contre la pollution;2005;0,020390
LUX;Luxembourg;GF04;Affaires économiques;2005;1,898390
LUX;Luxembourg;GF1002;Vieillesse;2005;3,114080
LUX;Luxembourg;GF0905;Enseignement non défini par niveau;2005;0,090720
LUX;Luxembourg;GF0704;Services de santé publique;2005;0,006900
LUX;Luxembourg;GF0904;Enseignement supérieur;2005;0,040900
LUX;Luxembourg;GF0501;Gestion des déchets;2005;0,082990
LUX;Luxembourg;GF1007;Exclusion sociale n.c.a.;2005;0,211470
LUX;Luxembourg;GF1004;Famille et enfants;2005;1,011210
LUX;Luxembourg;GF0302;Services de protection civile;2005;0,029370
LUX;Luxembourg;GF0701;Produits, appareils et matériels médicaux;2005;0,550230
LUX;Luxembourg;GF0106;Services généraux des administrations publiques n.c.a.;2005;0,082610
LUX;Luxembourg;GF0201;Défense militaire;2005;0,067870
LUX;Luxembourg;GF0901;Enseignement préélémentaire et primaire;2005;0,588810
LUX;Luxembourg;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2005;0,130870
LUX;Luxembourg;GF03;Ordre et sécurité publics;2005;0,323440
LUX;Luxembourg;GF0103;Services généraux;2005;0,498810
LUX;Luxembourg;GF06;Logement et développement collectif;2005;0,202440
LUX;Luxembourg;GF0908;Enseignement n.c.a.;2005;0,015880
LUX;Luxembourg;GF0804;Culte et autres services communautaires;2005;0,036450
LUX;Luxembourg;GF0306;Ordre et sécurité publics n.c.a.;2005;0,009070
LUX;Luxembourg;GF0105;RetD concernant des services généraux des administrations publiques;2005;0,000570
LUX;Luxembourg;GF0903;Enseignement postsecondaire non supérieur;2005;0,033530
LUX;Luxembourg;GF0705;RetD dans le domaine de la santé;2005;0,022820
LUX;Luxembourg;GF02;Défense nationale;2005;0,074330
LUX;Luxembourg;GF0405;Transports;2005;1,396080
LUX;Luxembourg;GF0305;RetD concernant l'ordre et la sécurité publics;2006;0,000000
LUX;Luxembourg;GF0108;Transferts de caractère général entre administrations publiques;2006;0,000000
LUX;Luxembourg;GF0204;R et D concernant la défense;2006;0,000000
LUX;Luxembourg;GF0205;Défense n.c.a.;2006;0,000000
LUX;Luxembourg;GF1008;RetD dans le domaine de la protection sociale;2006;0,000000
LUX;Luxembourg;GF0202;Défense civile;2006;0,000000
LUX;Luxembourg;GF0606;Logement et équipements collectifs n.c.a.;2006;0,000000
LUX;Luxembourg;GF1006;Logement;2006;0,000000
LUX;Luxembourg;GF05;Protection de l'environnement;2006;0,237370
LUX;Luxembourg;GF0602;Équipements collectifs;2006;0,062940
LUX;Luxembourg;GF0803;Services de radiodiffusion, de télévision et d'édition;2006;0,030260
LUX;Luxembourg;GF01;Services généraux des administrations publiques;2006;1,635290
LUX;Luxembourg;GF0104;Recherche fondamentale;2006;0,022190
LUX;Luxembourg;GF0203;Aide militaire à des pays étrangers;2006;0,005950
LUX;Luxembourg;GF0703;Services hospitaliers;2006;0,787900
LUX;Luxembourg;GF1001;Maladie et invalidité;2006;0,598000
LUX;Luxembourg;GF0404;Industries extractives et manufacturières, construction;2006;0,031780
LUX;Luxembourg;GF0402;Agriculture, sylviculture, pêche et chasse;2006;0,137750
LUX;Luxembourg;GF0907;RetD dans le domaine de l'enseignement;2006;0,006390
LUX;Luxembourg;GF0406;Communications;2006;0,015140
LUX;Luxembourg;GF0601;Logements;2006;0,093220
LUX;Luxembourg;GF0706;Santé n.c.a.;2006;0,018780
LUX;Luxembourg;GF10;Sécurité sociale et oeuvres sociales;2006;5,498550
LUX;Luxembourg;GF0407;Autres branches d'activité;2006;0,029090
LUX;Luxembourg;GF0301;Services de police;2006;0,179260
LUX;Luxembourg;GF0504;Préservation de la diversité biologique et protection de la nature;2006;0,024380
LUX;Luxembourg;GF08;Loisirs, culture et cultes;2006;0,395380
LUX;Luxembourg;GF0605;RetD dans le domaine du logement et des équipements collectifs;2006;0,000010
LUX;Luxembourg;GF0409;Affaires économiques n.c.a.;2006;0,004120
LUX;Luxembourg;GF0806;Loisirs, culture et culte n.c.a.;2006;0,026650
LUX;Luxembourg;GF0604;Éclairage public;2006;0,000080
LUX;Luxembourg;GF0107;Opérations concernant la dette publique;2006;0,088790
LUX;Luxembourg;GF0902;Enseignement secondaire;2006;0,586590
LUX;Luxembourg;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2006;0,815080
LUX;Luxembourg;GF0802;Services culturels;2006;0,184860
LUX;Luxembourg;GF0403;Combustibles et énergie;2006;0,078020
LUX;Luxembourg;GF0505;RetD dans le domaine de la protection de l'environnement;2006;0,000460
LUX;Luxembourg;GF1005;Chômage;2006;0,275340
LUX;Luxembourg;GF0304;Administration pénitentiaire;2006;0,043250
LUX;Luxembourg;GF0702;Services ambulatoires;2006;0,301600
LUX;Luxembourg;GF09;Enseignement;2006;1,511470
LUX;Luxembourg;GF1003;Survivants;2006;0,004650
LUX;Luxembourg;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2006;0,002100
LUX;Luxembourg;GF0906;Services annexes à l'enseignement;2006;0,147840
LUX;Luxembourg;GF1009;Protection sociale n.c.a.;2006;0,029120
LUX;Luxembourg;GF0801;Services récréatifs et sportifs;2006;0,116810
LUX;Luxembourg;GF0408;RetD concernant les affaires économiques;2006;0,104880
LUX;Luxembourg;GF0603;Alimentation en eau;2006;0,048170
LUX;Luxembourg;GF07;Santé;2006;1,683030
LUX;Luxembourg;GF0506;Protection de l'environnement n.c.a.;2006;0,010780
LUX;Luxembourg;GF0502;Gestion des eaux usées;2006;0,098570
LUX;Luxembourg;GF0303;Tribunaux;2006;0,069720
LUX;Luxembourg;GF0102;Aide économique extérieure;2006;0,200160
LUX;Luxembourg;GF0503;Lutte contre la pollution;2006;0,020100
LUX;Luxembourg;GF04;Affaires économiques;2006;1,888990
LUX;Luxembourg;GF1002;Vieillesse;2006;3,285780
LUX;Luxembourg;GF0905;Enseignement non défini par niveau;2006;0,095320
LUX;Luxembourg;GF0704;Services de santé publique;2006;0,005080
LUX;Luxembourg;GF0904;Enseignement supérieur;2006;0,051790
LUX;Luxembourg;GF0501;Gestion des déchets;2006;0,083080
LUX;Luxembourg;GF1007;Exclusion sociale n.c.a.;2006;0,210810
LUX;Luxembourg;GF1004;Famille et enfants;2006;1,094850
LUX;Luxembourg;GF0302;Services de protection civile;2006;0,026670
LUX;Luxembourg;GF0701;Produits, appareils et matériels médicaux;2006;0,540860
LUX;Luxembourg;GF0106;Services généraux des administrations publiques n.c.a.;2006;0,090970
LUX;Luxembourg;GF0201;Défense militaire;2006;0,071330
LUX;Luxembourg;GF0901;Enseignement préélémentaire et primaire;2006;0,575810
LUX;Luxembourg;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2006;0,140420
LUX;Luxembourg;GF03;Ordre et sécurité publics;2006;0,330470
LUX;Luxembourg;GF0103;Services généraux;2006;0,417520
LUX;Luxembourg;GF06;Logement et développement collectif;2006;0,204420
LUX;Luxembourg;GF0908;Enseignement n.c.a.;2006;0,017820
LUX;Luxembourg;GF0804;Culte et autres services communautaires;2006;0,034710
LUX;Luxembourg;GF0306;Ordre et sécurité publics n.c.a.;2006;0,011570
LUX;Luxembourg;GF0105;RetD concernant des services généraux des administrations publiques;2006;0,000580
LUX;Luxembourg;GF0903;Enseignement postsecondaire non supérieur;2006;0,029910
LUX;Luxembourg;GF0705;RetD dans le domaine de la santé;2006;0,028800
LUX;Luxembourg;GF02;Défense nationale;2006;0,077290
LUX;Luxembourg;GF0405;Transports;2006;1,347780
LUX;Luxembourg;GF0305;RetD concernant l'ordre et la sécurité publics;2007;0,000000
LUX;Luxembourg;GF0108;Transferts de caractère général entre administrations publiques;2007;0,000000
LUX;Luxembourg;GF0204;R et D concernant la défense;2007;0,000000
LUX;Luxembourg;GF0205;Défense n.c.a.;2007;0,000000
LUX;Luxembourg;GF1008;RetD dans le domaine de la protection sociale;2007;0,000000
LUX;Luxembourg;GF0202;Défense civile;2007;0,000000
LUX;Luxembourg;GF0606;Logement et équipements collectifs n.c.a.;2007;0,000000
LUX;Luxembourg;GF1006;Logement;2007;0,000000
LUX;Luxembourg;GF05;Protection de l'environnement;2007;0,266420
LUX;Luxembourg;GF0602;Équipements collectifs;2007;0,057110
LUX;Luxembourg;GF0803;Services de radiodiffusion, de télévision et d'édition;2007;0,067930
LUX;Luxembourg;GF01;Services généraux des administrations publiques;2007;1,742010
LUX;Luxembourg;GF0104;Recherche fondamentale;2007;0,031710
LUX;Luxembourg;GF0203;Aide militaire à des pays étrangers;2007;0,008820
LUX;Luxembourg;GF0703;Services hospitaliers;2007;0,795710
LUX;Luxembourg;GF1001;Maladie et invalidité;2007;0,589220
LUX;Luxembourg;GF0404;Industries extractives et manufacturières, construction;2007;0,014810
LUX;Luxembourg;GF0402;Agriculture, sylviculture, pêche et chasse;2007;0,143150
LUX;Luxembourg;GF0907;RetD dans le domaine de l'enseignement;2007;0,006640
LUX;Luxembourg;GF0406;Communications;2007;0,015370
LUX;Luxembourg;GF0601;Logements;2007;0,099780
LUX;Luxembourg;GF0706;Santé n.c.a.;2007;0,019400
LUX;Luxembourg;GF10;Sécurité sociale et oeuvres sociales;2007;5,668820
LUX;Luxembourg;GF0407;Autres branches d'activité;2007;0,039470
LUX;Luxembourg;GF0301;Services de police;2007;0,179830
LUX;Luxembourg;GF0504;Préservation de la diversité biologique et protection de la nature;2007;0,027480
LUX;Luxembourg;GF08;Loisirs, culture et cultes;2007;0,465410
LUX;Luxembourg;GF0605;RetD dans le domaine du logement et des équipements collectifs;2007;0,000020
LUX;Luxembourg;GF0409;Affaires économiques n.c.a.;2007;0,004360
LUX;Luxembourg;GF0806;Loisirs, culture et culte n.c.a.;2007;0,026890
LUX;Luxembourg;GF0604;Éclairage public;2007;0,000010
LUX;Luxembourg;GF0107;Opérations concernant la dette publique;2007;0,124050
LUX;Luxembourg;GF0902;Enseignement secondaire;2007;0,611590
LUX;Luxembourg;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2007;0,816190
LUX;Luxembourg;GF0802;Services culturels;2007;0,202940
LUX;Luxembourg;GF0403;Combustibles et énergie;2007;0,066560
LUX;Luxembourg;GF0505;RetD dans le domaine de la protection de l'environnement;2007;0,000450
LUX;Luxembourg;GF1005;Chômage;2007;0,273620
LUX;Luxembourg;GF0304;Administration pénitentiaire;2007;0,043920
LUX;Luxembourg;GF0702;Services ambulatoires;2007;0,324290
LUX;Luxembourg;GF09;Enseignement;2007;1,607940
LUX;Luxembourg;GF1003;Survivants;2007;0,004850
LUX;Luxembourg;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2007;0,003050
LUX;Luxembourg;GF0906;Services annexes à l'enseignement;2007;0,155860
LUX;Luxembourg;GF1009;Protection sociale n.c.a.;2007;0,031000
LUX;Luxembourg;GF0801;Services récréatifs et sportifs;2007;0,129660
LUX;Luxembourg;GF0408;RetD concernant les affaires économiques;2007;0,122010
LUX;Luxembourg;GF0603;Alimentation en eau;2007;0,050990
LUX;Luxembourg;GF07;Santé;2007;1,769310
LUX;Luxembourg;GF0506;Protection de l'environnement n.c.a.;2007;0,010810
LUX;Luxembourg;GF0502;Gestion des eaux usées;2007;0,119380
LUX;Luxembourg;GF0303;Tribunaux;2007;0,072240
LUX;Luxembourg;GF0102;Aide économique extérieure;2007;0,245110
LUX;Luxembourg;GF0503;Lutte contre la pollution;2007;0,024140
LUX;Luxembourg;GF04;Affaires économiques;2007;1,921990
LUX;Luxembourg;GF1002;Vieillesse;2007;3,449740
LUX;Luxembourg;GF0905;Enseignement non défini par niveau;2007;0,109690
LUX;Luxembourg;GF0704;Services de santé publique;2007;0,008250
LUX;Luxembourg;GF0904;Enseignement supérieur;2007;0,069200
LUX;Luxembourg;GF0501;Gestion des déchets;2007;0,084160
LUX;Luxembourg;GF1007;Exclusion sociale n.c.a.;2007;0,214640
LUX;Luxembourg;GF1004;Famille et enfants;2007;1,105760
LUX;Luxembourg;GF0302;Services de protection civile;2007;0,025990
LUX;Luxembourg;GF0701;Produits, appareils et matériels médicaux;2007;0,589410
LUX;Luxembourg;GF0106;Services généraux des administrations publiques n.c.a.;2007;0,078650
LUX;Luxembourg;GF0201;Défense militaire;2007;0,080320
LUX;Luxembourg;GF0901;Enseignement préélémentaire et primaire;2007;0,596340
LUX;Luxembourg;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2007;0,179750
LUX;Luxembourg;GF03;Ordre et sécurité publics;2007;0,333640
LUX;Luxembourg;GF0103;Services généraux;2007;0,445660
LUX;Luxembourg;GF06;Logement et développement collectif;2007;0,207910
LUX;Luxembourg;GF0908;Enseignement n.c.a.;2007;0,017090
LUX;Luxembourg;GF0804;Culte et autres services communautaires;2007;0,034940
LUX;Luxembourg;GF0306;Ordre et sécurité publics n.c.a.;2007;0,011660
LUX;Luxembourg;GF0105;RetD concernant des services généraux des administrations publiques;2007;0,000650
LUX;Luxembourg;GF0903;Enseignement postsecondaire non supérieur;2007;0,041530
LUX;Luxembourg;GF0705;RetD dans le domaine de la santé;2007;0,032260
LUX;Luxembourg;GF02;Défense nationale;2007;0,089140
LUX;Luxembourg;GF0405;Transports;2007;1,336510
LUX;Luxembourg;GF0305;RetD concernant l'ordre et la sécurité publics;2008;0,000000
LUX;Luxembourg;GF0108;Transferts de caractère général entre administrations publiques;2008;0,000000
LUX;Luxembourg;GF0204;R et D concernant la défense;2008;0,000000
LUX;Luxembourg;GF0205;Défense n.c.a.;2008;0,000000
LUX;Luxembourg;GF1008;RetD dans le domaine de la protection sociale;2008;0,000000
LUX;Luxembourg;GF0202;Défense civile;2008;0,000000
LUX;Luxembourg;GF0606;Logement et équipements collectifs n.c.a.;2008;0,000000
LUX;Luxembourg;GF1006;Logement;2008;0,000000
LUX;Luxembourg;GF05;Protection de l'environnement;2008;0,296340
LUX;Luxembourg;GF0602;Équipements collectifs;2008;0,067610
LUX;Luxembourg;GF0803;Services de radiodiffusion, de télévision et d'édition;2008;0,040250
LUX;Luxembourg;GF01;Services généraux des administrations publiques;2008;1,948550
LUX;Luxembourg;GF0104;Recherche fondamentale;2008;0,058070
LUX;Luxembourg;GF0203;Aide militaire à des pays étrangers;2008;0,020860
LUX;Luxembourg;GF0703;Services hospitaliers;2008;0,863590
LUX;Luxembourg;GF1001;Maladie et invalidité;2008;0,624080
LUX;Luxembourg;GF0404;Industries extractives et manufacturières, construction;2008;0,021380
LUX;Luxembourg;GF0402;Agriculture, sylviculture, pêche et chasse;2008;0,137960
LUX;Luxembourg;GF0907;RetD dans le domaine de l'enseignement;2008;0,006950
LUX;Luxembourg;GF0406;Communications;2008;0,015540
LUX;Luxembourg;GF0601;Logements;2008;0,111180
LUX;Luxembourg;GF0706;Santé n.c.a.;2008;0,021600
LUX;Luxembourg;GF10;Sécurité sociale et oeuvres sociales;2008;6,200170
LUX;Luxembourg;GF0407;Autres branches d'activité;2008;0,041590
LUX;Luxembourg;GF0301;Services de police;2008;0,194030
LUX;Luxembourg;GF0504;Préservation de la diversité biologique et protection de la nature;2008;0,040040
LUX;Luxembourg;GF08;Loisirs, culture et cultes;2008;0,452170
LUX;Luxembourg;GF0605;RetD dans le domaine du logement et des équipements collectifs;2008;0,000020
LUX;Luxembourg;GF0409;Affaires économiques n.c.a.;2008;0,007950
LUX;Luxembourg;GF0806;Loisirs, culture et culte n.c.a.;2008;0,022180
LUX;Luxembourg;GF0604;Éclairage public;2008;0,000010
LUX;Luxembourg;GF0107;Opérations concernant la dette publique;2008;0,184740
LUX;Luxembourg;GF0902;Enseignement secondaire;2008;0,681810
LUX;Luxembourg;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2008;0,877230
LUX;Luxembourg;GF0802;Services culturels;2008;0,205300
LUX;Luxembourg;GF0403;Combustibles et énergie;2008;0,070540
LUX;Luxembourg;GF0505;RetD dans le domaine de la protection de l'environnement;2008;0,000460
LUX;Luxembourg;GF1005;Chômage;2008;0,283790
LUX;Luxembourg;GF0304;Administration pénitentiaire;2008;0,045060
LUX;Luxembourg;GF0702;Services ambulatoires;2008;0,346290
LUX;Luxembourg;GF09;Enseignement;2008;1,731180
LUX;Luxembourg;GF1003;Survivants;2008;0,004370
LUX;Luxembourg;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2008;0,003280
LUX;Luxembourg;GF0906;Services annexes à l'enseignement;2008;0,171250
LUX;Luxembourg;GF1009;Protection sociale n.c.a.;2008;0,033910
LUX;Luxembourg;GF0801;Services récréatifs et sportifs;2008;0,143550
LUX;Luxembourg;GF0408;RetD concernant les affaires économiques;2008;0,146070
LUX;Luxembourg;GF0603;Alimentation en eau;2008;0,061140
LUX;Luxembourg;GF07;Santé;2008;1,895270
LUX;Luxembourg;GF0506;Protection de l'environnement n.c.a.;2008;0,010460
LUX;Luxembourg;GF0502;Gestion des eaux usées;2008;0,132360
LUX;Luxembourg;GF0303;Tribunaux;2008;0,077830
LUX;Luxembourg;GF0102;Aide économique extérieure;2008;0,261000
LUX;Luxembourg;GF0503;Lutte contre la pollution;2008;0,025250
LUX;Luxembourg;GF04;Affaires économiques;2008;1,947870
LUX;Luxembourg;GF1002;Vieillesse;2008;3,648310
LUX;Luxembourg;GF0905;Enseignement non défini par niveau;2008;0,107960
LUX;Luxembourg;GF0704;Services de santé publique;2008;0,005640
LUX;Luxembourg;GF0904;Enseignement supérieur;2008;0,074260
LUX;Luxembourg;GF0501;Gestion des déchets;2008;0,087770
LUX;Luxembourg;GF1007;Exclusion sociale n.c.a.;2008;0,224740
LUX;Luxembourg;GF1004;Famille et enfants;2008;1,380970
LUX;Luxembourg;GF0302;Services de protection civile;2008;0,026880
LUX;Luxembourg;GF0701;Produits, appareils et matériels médicaux;2008;0,611980
LUX;Luxembourg;GF0106;Services généraux des administrations publiques n.c.a.;2008;0,084120
LUX;Luxembourg;GF0201;Défense militaire;2008;0,080470
LUX;Luxembourg;GF0901;Enseignement préélémentaire et primaire;2008;0,624230
LUX;Luxembourg;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2008;0,180370
LUX;Luxembourg;GF03;Ordre et sécurité publics;2008;0,360270
LUX;Luxembourg;GF0103;Services généraux;2008;0,482660
LUX;Luxembourg;GF06;Logement et développement collectif;2008;0,239960
LUX;Luxembourg;GF0908;Enseignement n.c.a.;2008;0,020840
LUX;Luxembourg;GF0804;Culte et autres services communautaires;2008;0,037610
LUX;Luxembourg;GF0306;Ordre et sécurité publics n.c.a.;2008;0,016460
LUX;Luxembourg;GF0105;RetD concernant des services généraux des administrations publiques;2008;0,000740
LUX;Luxembourg;GF0903;Enseignement postsecondaire non supérieur;2008;0,043880
LUX;Luxembourg;GF0705;RetD dans le domaine de la santé;2008;0,046170
LUX;Luxembourg;GF02;Défense nationale;2008;0,101330
LUX;Luxembourg;GF0405;Transports;2008;1,326480
LUX;Luxembourg;GF1006;Logement;2009;0,000000
LUX;Luxembourg;GF0606;Logement et équipements collectifs n.c.a.;2009;0,000000
LUX;Luxembourg;GF0202;Défense civile;2009;0,000000
LUX;Luxembourg;GF1008;RetD dans le domaine de la protection sociale;2009;0,000000
LUX;Luxembourg;GF0205;Défense n.c.a.;2009;0,000000
LUX;Luxembourg;GF0204;R et D concernant la défense;2009;0,000000
LUX;Luxembourg;GF0108;Transferts de caractère général entre administrations publiques;2009;0,000000
LUX;Luxembourg;GF0305;RetD concernant l'ordre et la sécurité publics;2009;0,000000
