Cde_Pays;Pays;Cde_Dépense;Dépense;Année;Montant
SVN;Slovénie;GF0203;Aide militaire à des pays étrangers;2013;0,027420
SVN;Slovénie;GF0806;Loisirs, culture et culte n.c.a.;2013;0,038930
SVN;Slovénie;GF1007;Exclusion sociale n.c.a.;2013;0,286870
SVN;Slovénie;GF0903;Enseignement postsecondaire non supérieur;2014;0,000000
SVN;Slovénie;GF0108;Transferts de caractère général entre administrations publiques;2014;0,000000
SVN;Slovénie;GF0305;RetD concernant l'ordre et la sécurité publics;2014;0,000000
SVN;Slovénie;GF0204;R et D concernant la défense;2014;0,000000
SVN;Slovénie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2014;1,019500
SVN;Slovénie;GF0901;Enseignement préélémentaire et primaire;2014;0,834820
SVN;Slovénie;GF0804;Culte et autres services communautaires;2014;0,037100
SVN;Slovénie;GF0306;Ordre et sécurité publics n.c.a.;2014;0,064890
SVN;Slovénie;GF0801;Services récréatifs et sportifs;2014;0,115850
SVN;Slovénie;GF02;Défense nationale;2014;0,322320
SVN;Slovénie;GF0105;RetD concernant des services généraux des administrations publiques;2014;0,003170
SVN;Slovénie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2014;0,001790
SVN;Slovénie;GF07;Santé;2014;2,435010
SVN;Slovénie;GF0905;Enseignement non défini par niveau;2014;0,031230
SVN;Slovénie;GF0403;Combustibles et énergie;2014;0,219610
SVN;Slovénie;GF0703;Services hospitaliers;2014;1,130870
SVN;Slovénie;GF04;Affaires économiques;2014;2,137990
SVN;Slovénie;GF1008;RetD dans le domaine de la protection sociale;2014;0,000090
SVN;Slovénie;GF09;Enseignement;2014;2,246930
SVN;Slovénie;GF0606;Logement et équipements collectifs n.c.a.;2014;0,012370
SVN;Slovénie;GF03;Ordre et sécurité publics;2014;0,619020
SVN;Slovénie;GF0505;RetD dans le domaine de la protection de l'environnement;2014;0,017420
SVN;Slovénie;GF0302;Services de protection civile;2014;0,051210
SVN;Slovénie;GF0502;Gestion des eaux usées;2014;0,233360
SVN;Slovénie;GF0501;Gestion des déchets;2014;0,039290
SVN;Slovénie;GF1003;Survivants;2014;0,583650
SVN;Slovénie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2014;0,004180
SVN;Slovénie;GF0904;Enseignement supérieur;2014;0,442340
SVN;Slovénie;GF0201;Défense militaire;2014;0,244910
SVN;Slovénie;GF0102;Aide économique extérieure;2014;0,006760
SVN;Slovénie;GF0803;Services de radiodiffusion, de télévision et d'édition;2014;0,133800
SVN;Slovénie;GF1006;Logement;2014;0,008920
SVN;Slovénie;GF0104;Recherche fondamentale;2014;0,179770
SVN;Slovénie;GF0704;Services de santé publique;2014;0,126030
SVN;Slovénie;GF0301;Services de police;2014;0,278900
SVN;Slovénie;GF0506;Protection de l'environnement n.c.a.;2014;0,018600
SVN;Slovénie;GF0205;Défense n.c.a.;2014;0,032190
SVN;Slovénie;GF0404;Industries extractives et manufacturières, construction;2014;0,038240
SVN;Slovénie;GF0908;Enseignement n.c.a.;2014;0,034130
SVN;Slovénie;GF06;Logement et développement collectif;2014;0,330790
SVN;Slovénie;GF0902;Enseignement secondaire;2014;0,792790
SVN;Slovénie;GF1009;Protection sociale n.c.a.;2014;0,077700
SVN;Slovénie;GF0406;Communications;2014;0,011300
SVN;Slovénie;GF0107;Opérations concernant la dette publique;2014;1,282610
SVN;Slovénie;GF0705;RetD dans le domaine de la santé;2014;0,034900
SVN;Slovénie;GF0409;Affaires économiques n.c.a.;2014;0,000090
SVN;Slovénie;GF0702;Services ambulatoires;2014;0,685210
SVN;Slovénie;GF0907;RetD dans le domaine de l'enseignement;2014;0,000060
SVN;Slovénie;GF0304;Administration pénitentiaire;2014;0,029690
SVN;Slovénie;GF1005;Chômage;2014;0,268330
SVN;Slovénie;GF1004;Famille et enfants;2014;0,791100
SVN;Slovénie;GF0202;Défense civile;2014;0,022240
SVN;Slovénie;GF0706;Santé n.c.a.;2014;0,109060
SVN;Slovénie;GF0103;Services généraux;2014;0,104230
SVN;Slovénie;GF0604;Éclairage public;2014;0,035250
SVN;Slovénie;GF0407;Autres branches d'activité;2014;0,068700
SVN;Slovénie;GF0106;Services généraux des administrations publiques n.c.a.;2014;0,127430
SVN;Slovénie;GF0802;Services culturels;2014;0,284310
SVN;Slovénie;GF0906;Services annexes à l'enseignement;2014;0,111550
SVN;Slovénie;GF08;Loisirs, culture et cultes;2014;0,605620
SVN;Slovénie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2014;0,522990
SVN;Slovénie;GF10;Sécurité sociale et oeuvres sociales;2014;7,052260
SVN;Slovénie;GF0601;Logements;2014;0,061820
SVN;Slovénie;GF0408;RetD concernant les affaires économiques;2014;0,153630
SVN;Slovénie;GF0405;Transports;2014;0,936200
SVN;Slovénie;GF0504;Préservation de la diversité biologique et protection de la nature;2014;0,024420
SVN;Slovénie;GF0503;Lutte contre la pollution;2014;0,036020
SVN;Slovénie;GF0603;Alimentation en eau;2014;0,198850
SVN;Slovénie;GF0602;Équipements collectifs;2014;0,018320
SVN;Slovénie;GF0402;Agriculture, sylviculture, pêche et chasse;2014;0,187230
SVN;Slovénie;GF0701;Produits, appareils et matériels médicaux;2014;0,348930
SVN;Slovénie;GF1002;Vieillesse;2014;4,149730
SVN;Slovénie;GF01;Services généraux des administrations publiques;2014;2,723460
SVN;Slovénie;GF0303;Tribunaux;2014;0,194330
SVN;Slovénie;GF1001;Maladie et invalidité;2014;0,849740
SVN;Slovénie;GF05;Protection de l'environnement;2014;0,369100
SVN;Slovénie;GF0806;Loisirs, culture et culte n.c.a.;2014;0,032770
SVN;Slovénie;GF0203;Aide militaire à des pays étrangers;2014;0,022990
SVN;Slovénie;GF1007;Exclusion sociale n.c.a.;2014;0,323010
SVN;Slovénie;GF0903;Enseignement postsecondaire non supérieur;2015;0,000000
SVN;Slovénie;GF0108;Transferts de caractère général entre administrations publiques;2015;0,000000
SVN;Slovénie;GF0204;R et D concernant la défense;2015;0,000000
SVN;Slovénie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2015;0,864680
SVN;Slovénie;GF0901;Enseignement préélémentaire et primaire;2015;0,798570
SVN;Slovénie;GF0804;Culte et autres services communautaires;2015;0,023720
SVN;Slovénie;GF0306;Ordre et sécurité publics n.c.a.;2015;0,038930
SVN;Slovénie;GF02;Défense nationale;2015;0,332220
SVN;Slovénie;GF0801;Services récréatifs et sportifs;2015;0,130980
SVN;Slovénie;GF0105;RetD concernant des services généraux des administrations publiques;2015;0,003250
SVN;Slovénie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2015;0,009030
SVN;Slovénie;GF07;Santé;2015;2,589840
SVN;Slovénie;GF0905;Enseignement non défini par niveau;2015;0,030750
SVN;Slovénie;GF0403;Combustibles et énergie;2015;0,220300
SVN;Slovénie;GF0703;Services hospitaliers;2015;1,209340
SVN;Slovénie;GF04;Affaires économiques;2015;2,428050
SVN;Slovénie;GF1008;RetD dans le domaine de la protection sociale;2015;0,000090
SVN;Slovénie;GF0501;Gestion des déchets;2015;0,085500
SVN;Slovénie;GF0502;Gestion des eaux usées;2015;0,220050
SVN;Slovénie;GF0302;Services de protection civile;2015;0,052220
SVN;Slovénie;GF0606;Logement et équipements collectifs n.c.a.;2015;0,006280
SVN;Slovénie;GF03;Ordre et sécurité publics;2015;0,607300
SVN;Slovénie;GF0505;RetD dans le domaine de la protection de l'environnement;2015;0,017500
SVN;Slovénie;GF09;Enseignement;2015;2,168070
SVN;Slovénie;GF1003;Survivants;2015;0,588660
SVN;Slovénie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2015;0,004200
SVN;Slovénie;GF0904;Enseignement supérieur;2015;0,398440
SVN;Slovénie;GF0201;Défense militaire;2015;0,249020
SVN;Slovénie;GF0102;Aide économique extérieure;2015;0,010790
SVN;Slovénie;GF0803;Services de radiodiffusion, de télévision et d'édition;2015;0,132770
SVN;Slovénie;GF1006;Logement;2015;0,009220
SVN;Slovénie;GF0104;Recherche fondamentale;2015;0,182210
SVN;Slovénie;GF0704;Services de santé publique;2015;0,134110
SVN;Slovénie;GF0305;RetD concernant l'ordre et la sécurité publics;2015;0,001020
SVN;Slovénie;GF0301;Services de police;2015;0,291580
SVN;Slovénie;GF0506;Protection de l'environnement n.c.a.;2015;0,028250
SVN;Slovénie;GF0205;Défense n.c.a.;2015;0,033780
SVN;Slovénie;GF06;Logement et développement collectif;2015;0,222200
SVN;Slovénie;GF0902;Enseignement secondaire;2015;0,787960
SVN;Slovénie;GF0404;Industries extractives et manufacturières, construction;2015;0,005970
SVN;Slovénie;GF0908;Enseignement n.c.a.;2015;0,041270
SVN;Slovénie;GF1009;Protection sociale n.c.a.;2015;0,082890
SVN;Slovénie;GF0406;Communications;2015;0,008130
SVN;Slovénie;GF0107;Opérations concernant la dette publique;2015;1,311110
SVN;Slovénie;GF0705;RetD dans le domaine de la santé;2015;0,033940
SVN;Slovénie;GF0409;Affaires économiques n.c.a.;2015;0,000080
SVN;Slovénie;GF0304;Administration pénitentiaire;2015;0,032420
SVN;Slovénie;GF0702;Services ambulatoires;2015;0,718090
SVN;Slovénie;GF0907;RetD dans le domaine de l'enseignement;2015;0,000110
SVN;Slovénie;GF1005;Chômage;2015;0,235110
SVN;Slovénie;GF1004;Famille et enfants;2015;0,766930
SVN;Slovénie;GF0202;Défense civile;2015;0,026180
SVN;Slovénie;GF0706;Santé n.c.a.;2015;0,117760
SVN;Slovénie;GF0103;Services généraux;2015;0,115410
SVN;Slovénie;GF0604;Éclairage public;2015;0,036250
SVN;Slovénie;GF0407;Autres branches d'activité;2015;0,062440
SVN;Slovénie;GF0106;Services généraux des administrations publiques n.c.a.;2015;0,110530
SVN;Slovénie;GF0802;Services culturels;2015;0,281830
SVN;Slovénie;GF0906;Services annexes à l'enseignement;2015;0,110960
SVN;Slovénie;GF08;Loisirs, culture et cultes;2015;0,614020
SVN;Slovénie;GF0602;Équipements collectifs;2015;0,013380
SVN;Slovénie;GF0504;Préservation de la diversité biologique et protection de la nature;2015;0,023810
SVN;Slovénie;GF0503;Lutte contre la pollution;2015;0,029640
SVN;Slovénie;GF0603;Alimentation en eau;2015;0,146360
SVN;Slovénie;GF0405;Transports;2015;1,125310
SVN;Slovénie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2015;0,621320
SVN;Slovénie;GF10;Sécurité sociale et oeuvres sociales;2015;7,087950
SVN;Slovénie;GF0601;Logements;2015;0,015730
SVN;Slovénie;GF0408;RetD concernant les affaires économiques;2015;0,154550
SVN;Slovénie;GF0402;Agriculture, sylviculture, pêche et chasse;2015;0,229950
SVN;Slovénie;GF0701;Produits, appareils et matériels médicaux;2015;0,376590
SVN;Slovénie;GF1002;Vieillesse;2015;4,194190
SVN;Slovénie;GF01;Services généraux des administrations publiques;2015;2,597960
SVN;Slovénie;GF0303;Tribunaux;2015;0,191130
SVN;Slovénie;GF1001;Maladie et invalidité;2015;0,865830
SVN;Slovénie;GF05;Protection de l'environnement;2015;0,404760
SVN;Slovénie;GF0203;Aide militaire à des pays étrangers;2015;0,023240
SVN;Slovénie;GF0806;Loisirs, culture et culte n.c.a.;2015;0,035680
SVN;Slovénie;GF1007;Exclusion sociale n.c.a.;2015;0,345020
SVN;Slovénie;GF0903;Enseignement postsecondaire non supérieur;2016;0,000000
SVN;Slovénie;GF0108;Transferts de caractère général entre administrations publiques;2016;0,000000
SVN;Slovénie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2016;0,935350
SVN;Slovénie;GF0901;Enseignement préélémentaire et primaire;2016;0,833730
SVN;Slovénie;GF0804;Culte et autres services communautaires;2016;0,038170
SVN;Slovénie;GF0306;Ordre et sécurité publics n.c.a.;2016;0,040590
SVN;Slovénie;GF0801;Services récréatifs et sportifs;2016;0,110240
SVN;Slovénie;GF02;Défense nationale;2016;0,378030
SVN;Slovénie;GF0105;RetD concernant des services généraux des administrations publiques;2016;0,004940
SVN;Slovénie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2016;0,000620
SVN;Slovénie;GF07;Santé;2016;2,709420
SVN;Slovénie;GF0905;Enseignement non défini par niveau;2016;0,031900
SVN;Slovénie;GF0403;Combustibles et énergie;2016;0,279960
SVN;Slovénie;GF0703;Services hospitaliers;2016;1,264380
SVN;Slovénie;GF04;Affaires économiques;2016;1,998410
SVN;Slovénie;GF1008;RetD dans le domaine de la protection sociale;2016;0,000620
SVN;Slovénie;GF09;Enseignement;2016;2,237900
SVN;Slovénie;GF0606;Logement et équipements collectifs n.c.a.;2016;0,007380
SVN;Slovénie;GF03;Ordre et sécurité publics;2016;0,688100
SVN;Slovénie;GF0505;RetD dans le domaine de la protection de l'environnement;2016;0,018200
SVN;Slovénie;GF0302;Services de protection civile;2016;0,055530
SVN;Slovénie;GF0502;Gestion des eaux usées;2016;0,083060
SVN;Slovénie;GF0501;Gestion des déchets;2016;0,041370
SVN;Slovénie;GF1003;Survivants;2016;0,582360
SVN;Slovénie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2016;0,004300
SVN;Slovénie;GF0904;Enseignement supérieur;2016;0,397450
SVN;Slovénie;GF0201;Défense militaire;2016;0,288700
SVN;Slovénie;GF0102;Aide économique extérieure;2016;0,015720
SVN;Slovénie;GF0803;Services de radiodiffusion, de télévision et d'édition;2016;0,128110
SVN;Slovénie;GF1006;Logement;2016;0,009050
SVN;Slovénie;GF0104;Recherche fondamentale;2016;0,194580
SVN;Slovénie;GF0704;Services de santé publique;2016;0,147540
SVN;Slovénie;GF0305;RetD concernant l'ordre et la sécurité publics;2016;0,001000
SVN;Slovénie;GF0301;Services de police;2016;0,360320
SVN;Slovénie;GF0506;Protection de l'environnement n.c.a.;2016;0,037460
SVN;Slovénie;GF0205;Défense n.c.a.;2016;0,038460
SVN;Slovénie;GF0404;Industries extractives et manufacturières, construction;2016;0,007820
SVN;Slovénie;GF0908;Enseignement n.c.a.;2016;0,038400
SVN;Slovénie;GF06;Logement et développement collectif;2016;0,161580
SVN;Slovénie;GF0902;Enseignement secondaire;2016;0,824000
SVN;Slovénie;GF1009;Protection sociale n.c.a.;2016;0,083270
SVN;Slovénie;GF0406;Communications;2016;0,008580
SVN;Slovénie;GF0107;Opérations concernant la dette publique;2016;1,266900
SVN;Slovénie;GF0705;RetD dans le domaine de la santé;2016;0,033930
SVN;Slovénie;GF0409;Affaires économiques n.c.a.;2016;0,000110
SVN;Slovénie;GF0702;Services ambulatoires;2016;0,757970
SVN;Slovénie;GF0907;RetD dans le domaine de l'enseignement;2016;-0,000140
SVN;Slovénie;GF0304;Administration pénitentiaire;2016;0,031750
SVN;Slovénie;GF1005;Chômage;2016;0,222700
SVN;Slovénie;GF1004;Famille et enfants;2016;0,774470
SVN;Slovénie;GF0202;Défense civile;2016;0,027450
SVN;Slovénie;GF0706;Santé n.c.a.;2016;0,113370
SVN;Slovénie;GF0103;Services généraux;2016;0,130890
SVN;Slovénie;GF0604;Éclairage public;2016;0,035340
SVN;Slovénie;GF0407;Autres branches d'activité;2016;0,090930
SVN;Slovénie;GF0106;Services généraux des administrations publiques n.c.a.;2016;0,116900
SVN;Slovénie;GF0802;Services culturels;2016;0,264750
SVN;Slovénie;GF0906;Services annexes à l'enseignement;2016;0,112550
SVN;Slovénie;GF08;Loisirs, culture et cultes;2016;0,578420
SVN;Slovénie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2016;0,461400
SVN;Slovénie;GF10;Sécurité sociale et oeuvres sociales;2016;7,124150
SVN;Slovénie;GF0601;Logements;2016;0,026900
SVN;Slovénie;GF0408;RetD concernant les affaires économiques;2016;0,156740
SVN;Slovénie;GF0405;Transports;2016;0,782090
SVN;Slovénie;GF0504;Préservation de la diversité biologique et protection de la nature;2016;0,024250
SVN;Slovénie;GF0503;Lutte contre la pollution;2016;0,024220
SVN;Slovénie;GF0603;Alimentation en eau;2016;0,073710
SVN;Slovénie;GF0602;Équipements collectifs;2016;0,013950
SVN;Slovénie;GF0402;Agriculture, sylviculture, pêche et chasse;2016;0,210780
SVN;Slovénie;GF0701;Produits, appareils et matériels médicaux;2016;0,392230
SVN;Slovénie;GF1002;Vieillesse;2016;4,244390
SVN;Slovénie;GF01;Services généraux des administrations publiques;2016;2,665280
SVN;Slovénie;GF0204;R et D concernant la défense;2016;0,000030
SVN;Slovénie;GF0303;Tribunaux;2016;0,198920
SVN;Slovénie;GF1001;Maladie et invalidité;2016;0,903150
SVN;Slovénie;GF05;Protection de l'environnement;2016;0,228570
SVN;Slovénie;GF0806;Loisirs, culture et culte n.c.a.;2016;0,036530
SVN;Slovénie;GF0203;Aide militaire à des pays étrangers;2016;0,023390
SVN;Slovénie;GF1007;Exclusion sociale n.c.a.;2016;0,304110
SVN;Slovénie;GF0903;Enseignement postsecondaire non supérieur;2017;0,000000
SVN;Slovénie;GF0108;Transferts de caractère général entre administrations publiques;2017;0,000000
SVN;Slovénie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2017;0,868090
SVN;Slovénie;GF0901;Enseignement préélémentaire et primaire;2017;0,874530
SVN;Slovénie;GF0804;Culte et autres services communautaires;2017;0,030460
SVN;Slovénie;GF0306;Ordre et sécurité publics n.c.a.;2017;0,048250
SVN;Slovénie;GF02;Défense nationale;2017;0,383720
SVN;Slovénie;GF0801;Services récréatifs et sportifs;2017;0,119280
SVN;Slovénie;GF0105;RetD concernant des services généraux des administrations publiques;2017;0,003950
SVN;Slovénie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2017;0,001920
SVN;Slovénie;GF07;Santé;2017;2,822150
SVN;Slovénie;GF0905;Enseignement non défini par niveau;2017;0,038260
SVN;Slovénie;GF0403;Combustibles et énergie;2017;0,250130
SVN;Slovénie;GF0703;Services hospitaliers;2017;1,311590
SVN;Slovénie;GF04;Affaires économiques;2017;1,940540
SVN;Slovénie;GF1008;RetD dans le domaine de la protection sociale;2017;0,000190
SVN;Slovénie;GF0501;Gestion des déchets;2017;0,014450
SVN;Slovénie;GF0502;Gestion des eaux usées;2017;0,079730
SVN;Slovénie;GF0302;Services de protection civile;2017;0,067150
SVN;Slovénie;GF0606;Logement et équipements collectifs n.c.a.;2017;0,007940
SVN;Slovénie;GF03;Ordre et sécurité publics;2017;0,689940
SVN;Slovénie;GF0505;RetD dans le domaine de la protection de l'environnement;2017;0,019580
SVN;Slovénie;GF09;Enseignement;2017;2,349610
SVN;Slovénie;GF1003;Survivants;2017;0,590990
SVN;Slovénie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2017;0,004160
SVN;Slovénie;GF0904;Enseignement supérieur;2017;0,418470
SVN;Slovénie;GF0201;Défense militaire;2017;0,290930
SVN;Slovénie;GF0102;Aide économique extérieure;2017;0,018040
SVN;Slovénie;GF0803;Services de radiodiffusion, de télévision et d'édition;2017;0,131790
SVN;Slovénie;GF1006;Logement;2017;0,010210
SVN;Slovénie;GF0104;Recherche fondamentale;2017;0,183730
SVN;Slovénie;GF0704;Services de santé publique;2017;0,146230
SVN;Slovénie;GF0305;RetD concernant l'ordre et la sécurité publics;2017;0,001070
SVN;Slovénie;GF0301;Services de police;2017;0,338640
SVN;Slovénie;GF0506;Protection de l'environnement n.c.a.;2017;0,022830
SVN;Slovénie;GF0205;Défense n.c.a.;2017;0,045740
SVN;Slovénie;GF06;Logement et développement collectif;2017;0,208040
SVN;Slovénie;GF0902;Enseignement secondaire;2017;0,856520
SVN;Slovénie;GF0404;Industries extractives et manufacturières, construction;2017;0,003690
SVN;Slovénie;GF0908;Enseignement n.c.a.;2017;0,044460
SVN;Slovénie;GF1009;Protection sociale n.c.a.;2017;0,065780
SVN;Slovénie;GF0406;Communications;2017;0,011610
SVN;Slovénie;GF0107;Opérations concernant la dette publique;2017;1,113470
SVN;Slovénie;GF0705;RetD dans le domaine de la santé;2017;0,037310
SVN;Slovénie;GF0409;Affaires économiques n.c.a.;2017;0,000090
SVN;Slovénie;GF0304;Administration pénitentiaire;2017;0,036630
SVN;Slovénie;GF0702;Services ambulatoires;2017;0,807490
SVN;Slovénie;GF0907;RetD dans le domaine de l'enseignement;2017;0,003020
SVN;Slovénie;GF1005;Chômage;2017;0,213320
SVN;Slovénie;GF1004;Famille et enfants;2017;0,797280
SVN;Slovénie;GF0202;Défense civile;2017;0,023890
SVN;Slovénie;GF0706;Santé n.c.a.;2017;0,111160
SVN;Slovénie;GF0103;Services généraux;2017;0,194370
SVN;Slovénie;GF0604;Éclairage public;2017;0,036170
SVN;Slovénie;GF0407;Autres branches d'activité;2017;0,081520
SVN;Slovénie;GF0106;Services généraux des administrations publiques n.c.a.;2017;0,124780
SVN;Slovénie;GF0802;Services culturels;2017;0,278880
SVN;Slovénie;GF0906;Services annexes à l'enseignement;2017;0,114340
SVN;Slovénie;GF08;Loisirs, culture et cultes;2017;0,595830
SVN;Slovénie;GF0602;Équipements collectifs;2017;0,015630
SVN;Slovénie;GF0504;Préservation de la diversité biologique et protection de la nature;2017;0,027700
SVN;Slovénie;GF0503;Lutte contre la pollution;2017;0,030880
SVN;Slovénie;GF0603;Alimentation en eau;2017;0,095460
SVN;Slovénie;GF0405;Transports;2017;0,943180
SVN;Slovénie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2017;0,284830
SVN;Slovénie;GF10;Sécurité sociale et oeuvres sociales;2017;7,324100
SVN;Slovénie;GF0601;Logements;2017;0,048670
SVN;Slovénie;GF0408;RetD concernant les affaires économiques;2017;0,160970
SVN;Slovénie;GF0402;Agriculture, sylviculture, pêche et chasse;2017;0,204520
SVN;Slovénie;GF0701;Produits, appareils et matériels médicaux;2017;0,408380
SVN;Slovénie;GF1002;Vieillesse;2017;4,318710
SVN;Slovénie;GF01;Services généraux des administrations publiques;2017;2,506430
SVN;Slovénie;GF0204;R et D concernant la défense;2017;0,000080
SVN;Slovénie;GF0303;Tribunaux;2017;0,198200
SVN;Slovénie;GF1001;Maladie et invalidité;2017;0,952390
SVN;Slovénie;GF05;Protection de l'environnement;2017;0,195170
SVN;Slovénie;GF0203;Aide militaire à des pays étrangers;2017;0,023070
SVN;Slovénie;GF0806;Loisirs, culture et culte n.c.a.;2017;0,033500
SVN;Slovénie;GF1007;Exclusion sociale n.c.a.;2017;0,375240
SVN;Slovénie;GF0903;Enseignement postsecondaire non supérieur;2018;0,000000
SVN;Slovénie;GF0108;Transferts de caractère général entre administrations publiques;2018;0,000000
SVN;Slovénie;GF0404;Industries extractives et manufacturières, construction;2018;0,000000
SVN;Slovénie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2018;0,968280
SVN;Slovénie;GF0901;Enseignement préélémentaire et primaire;2018;0,938900
SVN;Slovénie;GF0804;Culte et autres services communautaires;2018;0,034930
SVN;Slovénie;GF0306;Ordre et sécurité publics n.c.a.;2018;0,048350
SVN;Slovénie;GF0801;Services récréatifs et sportifs;2018;0,146240
SVN;Slovénie;GF02;Défense nationale;2018;0,443520
SVN;Slovénie;GF0105;RetD concernant des services généraux des administrations publiques;2018;0,003690
SVN;Slovénie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2018;0,001560
SVN;Slovénie;GF07;Santé;2018;2,994550
SVN;Slovénie;GF0905;Enseignement non défini par niveau;2018;0,043500
SVN;Slovénie;GF0403;Combustibles et énergie;2018;0,267570
SVN;Slovénie;GF0703;Services hospitaliers;2018;1,391940
SVN;Slovénie;GF04;Affaires économiques;2018;2,251950
SVN;Slovénie;GF1008;RetD dans le domaine de la protection sociale;2018;0,000240
SVN;Slovénie;GF09;Enseignement;2018;2,468510
SVN;Slovénie;GF0606;Logement et équipements collectifs n.c.a.;2018;0,008210
SVN;Slovénie;GF03;Ordre et sécurité publics;2018;0,701760
SVN;Slovénie;GF0505;RetD dans le domaine de la protection de l'environnement;2018;0,021930
SVN;Slovénie;GF0302;Services de protection civile;2018;0,061860
SVN;Slovénie;GF0502;Gestion des eaux usées;2018;0,096750
SVN;Slovénie;GF0501;Gestion des déchets;2018;0,019270
SVN;Slovénie;GF1003;Survivants;2018;0,582190
SVN;Slovénie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2018;0,004510
SVN;Slovénie;GF0904;Enseignement supérieur;2018;0,428380
SVN;Slovénie;GF0201;Défense militaire;2018;0,345600
SVN;Slovénie;GF0102;Aide économique extérieure;2018;0,020030
SVN;Slovénie;GF0803;Services de radiodiffusion, de télévision et d'édition;2018;0,132110
SVN;Slovénie;GF1006;Logement;2018;0,010880
SVN;Slovénie;GF0104;Recherche fondamentale;2018;0,198550
SVN;Slovénie;GF0704;Services de santé publique;2018;0,155050
SVN;Slovénie;GF0305;RetD concernant l'ordre et la sécurité publics;2018;0,001180
SVN;Slovénie;GF0301;Services de police;2018;0,344710
SVN;Slovénie;GF0506;Protection de l'environnement n.c.a.;2018;0,023200
SVN;Slovénie;GF0205;Défense n.c.a.;2018;0,043100
SVN;Slovénie;GF0908;Enseignement n.c.a.;2018;0,054330
SVN;Slovénie;GF06;Logement et développement collectif;2018;0,205790
SVN;Slovénie;GF0902;Enseignement secondaire;2018;0,887480
SVN;Slovénie;GF1009;Protection sociale n.c.a.;2018;0,076680
SVN;Slovénie;GF0406;Communications;2018;0,013380
SVN;Slovénie;GF0107;Opérations concernant la dette publique;2018;0,945800
SVN;Slovénie;GF0705;RetD dans le domaine de la santé;2018;0,040440
SVN;Slovénie;GF0409;Affaires économiques n.c.a.;2018;0,000080
SVN;Slovénie;GF0702;Services ambulatoires;2018;0,861770
SVN;Slovénie;GF0907;RetD dans le domaine de l'enseignement;2018;0,002610
SVN;Slovénie;GF0304;Administration pénitentiaire;2018;0,038530
SVN;Slovénie;GF1005;Chômage;2018;0,202540
SVN;Slovénie;GF1004;Famille et enfants;2018;0,825630
SVN;Slovénie;GF0202;Défense civile;2018;0,028740
SVN;Slovénie;GF0706;Santé n.c.a.;2018;0,116290
SVN;Slovénie;GF0103;Services généraux;2018;0,188300
SVN;Slovénie;GF0604;Éclairage public;2018;0,035940
SVN;Slovénie;GF0407;Autres branches d'activité;2018;0,101360
SVN;Slovénie;GF0106;Services généraux des administrations publiques n.c.a.;2018;0,132510
SVN;Slovénie;GF0802;Services culturels;2018;0,297440
SVN;Slovénie;GF0906;Services annexes à l'enseignement;2018;0,113310
SVN;Slovénie;GF08;Loisirs, culture et cultes;2018;0,648450
SVN;Slovénie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2018;0,323410
SVN;Slovénie;GF10;Sécurité sociale et oeuvres sociales;2018;7,612350
SVN;Slovénie;GF0601;Logements;2018;0,052170
SVN;Slovénie;GF0408;RetD concernant les affaires économiques;2018;0,172670
SVN;Slovénie;GF0405;Transports;2018;1,145510
SVN;Slovénie;GF0504;Préservation de la diversité biologique et protection de la nature;2018;0,037560
SVN;Slovénie;GF0503;Lutte contre la pollution;2018;0,047430
SVN;Slovénie;GF0603;Alimentation en eau;2018;0,089150
SVN;Slovénie;GF0602;Équipements collectifs;2018;0,015820
SVN;Slovénie;GF0402;Agriculture, sylviculture, pêche et chasse;2018;0,227970
SVN;Slovénie;GF0701;Produits, appareils et matériels médicaux;2018;0,429070
SVN;Slovénie;GF1002;Vieillesse;2018;4,554230
SVN;Slovénie;GF01;Services généraux des administrations publiques;2018;2,457150
SVN;Slovénie;GF0204;R et D concernant la défense;2018;0,000510
SVN;Slovénie;GF0303;Tribunaux;2018;0,207140
SVN;Slovénie;GF1001;Maladie et invalidité;2018;0,977860
SVN;Slovénie;GF05;Protection de l'environnement;2018;0,246150
SVN;Slovénie;GF0806;Loisirs, culture et culte n.c.a.;2018;0,036170
SVN;Slovénie;GF0203;Aide militaire à des pays étrangers;2018;0,025570
